lemma,display_word,variant,oxford_pos
send,send,,v.
soon,soon,,adv.
watch,watch,,n.
watch,watch,,v.
probably,probably,,adv.
past,past,,adj.|n.|prep.
test,test,,n.|v.
visit,visit,,n.|v.
center,center,,n.
grow,grow,,v.
nothing,nothing,,pron.
return,return,,n.|v.
mother,mother,,n.
walk,walk,,n.|v.
office,office,,n.
stay,stay,,v.
stop,stop,,n.|v.
light,light,,adj.
light,light,,n.
remember,remember,,v.
share,share,,v.
real,real,,adj.
answer,answer,,n.|v.
sit,sit,,v.
letter,letter,,n.
decide,decide,,v.
language,language,,n.
subject,subject,,n.
class,class,,n.
town,town,,n.
half,half,,det.|n.|pron.
minute,minute,,n.
food,food,,n.
break,break,,n.|v.
future,future,,n.
ago,ago,,adv.
win,win,,v.
color,color,colour,n.
period,period,,n.
across,across,,adv.|prep.
note,note,,n.
history,history,,n.
create,create,,v.
drive,drive,,v.
type,type,,n.
sound,sound,,n.|v.
eye,eye,,n.
music,music,,n.
game,game,,n.
free,free,,adj.
moment,moment,,n.
body,body,,n.
wait,wait,,v.
team,team,,n.
easy,easy,,adj.
full,full,,adj.
black,black,,adj.|n.
add,add,,v.
rule,rule,,n.
sell,sell,,v.
short,short,,adj.
agree,agree,,v.
everything,everything,,pron.
paper,paper,,n.
near,near,,adj.|adv.|prep.
computer,computer,,n.
situation,situation,,n.
activity,activity,,n.
morning,morning,,n.
shop,shop,,n.|v.
someone,someone,,pron.
above,above,,adv.|prep.
design,design,,n.|v.
event,event,,n.
special,special,,adj.
sometimes,sometimes,,adv.
carry,carry,,v.
choose,choose,,v.
father,father,,n.
table,table,,n.
main,main,,adj.
die,die,,v.
cut,cut,,v.
describe,describe,,v.
strong,strong,,adj.
girl,girl,,n.
maybe,maybe,,adv.
else,else,,adv.
join,join,,v.
difficult,difficult,,adj.
please,please,,exclam.
detail,detail,,n.
difference,difference,,n.
action,action,,n.
health,health,,n.
eat,eat,,v.
TRUE,TRUE,,adj.
phone,phone,,n.|v.
draw,draw,,v.
white,white,,adj.|n.
date,date,,n.
practice,practice,practise,n.|v.
model,model,,n.
customer,customer,,n.
front,front,,adj.|n.
explain,explain,,v.
door,door,,n.
outside,outside,,adv.
behind,behind,,adv.|prep.
teacher,teacher,,n.
land,land,,n.
travel,travel,,n.|v.
enjoy,enjoy,,v.
nice,nice,,adj.
improve,improve,,v.
picture,picture,,n.
boy,boy,,n.
happy,happy,,adj.
project,project,,n.
road,road,,n.
list,list,,n.|v.
wear,wear,,v.
teach,teach,,v.
air,air,,n.
news,news,,n.
space,space,,n.
usually,usually,,adv.
address,address,,n.
common,common,,adj.
culture,culture,,n.
listen,listen,,v.
wrong,wrong,,adj.
foot,foot,,n.
check,check,,v.
complete,complete,,adj.|v.
lie,lie,,v.
personal,personal,,adj.
animal,animal,,n.
arrive,arrive,,v.
similar,similar,,adj.
fine,fine,,adj.
street,street,,n.
wife,wife,,n.
sport,sport,,n.
prepare,prepare,,v.
discuss,discuss,,v.
piece,piece,,n.
finish,finish,,v.
fire,fire,,n.
compare,compare,,v.
police,police,,n.
store,store,,n.
poor,poor,,adj.
laugh,laugh,,n.|v.
arm,arm,,n.
bank,bank,,n.
article,article,,n.
fast,fast,,adj.|adv.
pretty,pretty,,adj.|adv.
miss,miss,,v.
art,art,,n.
everyone,everyone,,pron.
forget,forget,,v.
page,page,,n.
summer,summer,,n.
drink,drink,,n.|v.
opinion,opinion,,n.
park,park,,n.|v.
key,key,,adj.|n.
section,section,,n.
plant,plant,,n.
paint,paint,,n.|v.
worker,worker,,n.
evening,evening,,n.
skill,skill,,n.
son,son,,n.
bed,bed,,n.
final,final,,adj.
yesterday,yesterday,,adv.|n.
station,station,,n.
player,player,,n.
wall,wall,,n.
success,success,,n.
tomorrow,tomorrow,,adv.|n.
window,window,,n.
tree,tree,,n.
college,college,,n.
machine,machine,,n.
cent,cent,,n.
floor,floor,,n.
anyone,anyone,,pron.
hotel,hotel,,n.
club,club,,n.
below,below,,adv.|prep.
movie,movie,,n.
doctor,doctor,,n.
sorry,sorry,,adj.|exclam.
statement,statement,,n.
introduce,introduce,,v.
ready,ready,,adj.
mile,mile,,n.
card,card,,n.
hospital,hospital,,n.
quickly,quickly,,adv.
interview,interview,,n.|v.
capital,capital,,adj.|n.
popular,popular,,adj.
beautiful,beautiful,,adj.
television,television,,n.
red,red,,adj.|n.
husband,husband,,n.
modern,modern,,adj.
bus,bus,,n.
yourself,yourself,,pron.
natural,natural,,adj.
brother,brother,,n.
trip,trip,,n.
sleep,sleep,,v.
fish,fish,,n.
bar,bar,,n.
clean,clean,,adj.|v.
fill,fill,,v.
star,star,,n.
match,match,,n.
match,match,,v.
blue,blue,,adj.|n.
positive,positive,,adj.
box,box,,n.
message,message,,n.
style,style,,n.
cold,cold,,adj.|n.
quarter,quarter,,n.
baby,baby,,n.
sing,sing,,v.
adult,adult,,n.
fly,fly,,v.
hot,hot,,adj.
bill,bill,,n.
career,career,,n.
dog,dog,,n.
dress,dress,,n.|v.
guess,guess,,n.|v.
fun,fun,,n.
science,science,,n.
hair,hair,,n.
exercise,exercise,,n.|v.
useful,useful,,adj.
restaurant,restaurant,,n.
dark,dark,,adj.
imagine,imagine,,v.
okay,okay,,adj.|adv.|exclam.
daughter,daughter,,n.
post,post,,n.|v.
newspaper,newspaper,,n.
clock,clock,,n.
everybody,everybody,,pron.
weekend,weekend,,n.
green,green,,adj.|n.
song,song,,n.
object,object,,n.
afternoon,afternoon,,n.
prefer,prefer,,v.
clothes,clothes,,n.
dance,dance,,n.|v.
sister,sister,,n.
university,university,,n.
dollar,dollar,,n.
garden,garden,,n.
yeah,yeah,,exclam.
conversation,conversation,,n.
somebody,somebody,,pron.
pound,pound,,n.
magazine,magazine,,n.
welcome,welcome,,adj.|exclam.|v.
favorite,favorite,favourite,adj.|n.
rich,rich,,adj.
famous,famous,,adj.
warm,warm,,adj.
writer,writer,,n.
correct,correct,,adj.|v.
telephone,telephone,,n.|v.
advice,advice,,n.
glass,glass,,n.
radio,radio,,n.
text,text,,n.
ride,ride,,v.
title,title,,n.
extra,extra,,adj.
chair,chair,,n.
expensive,expensive,,adj.
video,video,,n.
weather,weather,,n.
wonderful,wonderful,,adj.
farm,farm,,n.
negative,negative,,adj.
band,band,,n.
pair,pair,,n.
cheap,cheap,,adj.
leg,leg,,n.
sentence,sentence,,n.
nobody,nobody,,pron.
perfect,perfect,,adj.
dinner,dinner,,n.
slow,slow,,adj.
partner,partner,,n.
horse,horse,,n.
reader,reader,,n.
taxi,taxi,,n.
mistake,mistake,,n.
cool,cool,,adj.
south,south,,adj.|adv.|n.
library,library,,n.
email,email,,n.|v.
river,river,,n.
photograph,photograph,photo,n.
artist,artist,,n.
quick,quick,,adj.
cook,cook,,v.
driver,driver,,n.
ball,ball,,n.
north,north,,adj.|adv.|n.
map,map,,n.
island,island,,n.
football,football,,n.
flight,flight,,n.
left,left,,adj.|adv.|n.
neighbor,neighbor,neighbour,n.
traffic,traffic,,n.
rain,rain,,n.|v.
busy,busy,,adj.
lesson,lesson,,n.
funny,funny,,adj.
mountain,mountain,,n.
ticket,ticket,,n.
meal,meal,,n.
bag,bag,,n.
repeat,repeat,,v.
plane,plane,,n.
bird,bird,,n.
topic,topic,,n.
beach,beach,,n.
flower,flower,,n.
boat,boat,,n.
kitchen,kitchen,,n.
twice,twice,,adv.
quiet,quiet,,adj.
nurse,nurse,,n.
winter,winter,,n.
spring,spring,,n.
lunch,lunch,,n.
pool,pool,,n.
afraid,afraid,,adj.
sun,sun,,n.
healthy,healthy,,adj.
wash,wash,,v.
actor,actor,,n.
opposite,opposite,,adj.|adv.|n.|prep.
hate,hate,,v.
egg,egg,,n.
concert,concert,,n.
wine,wine,,n.
camera,camera,,n.
swim,swim,,v.
theater,theater,theatre,n.
coffee,coffee,,n.
museum,museum,,n.
visitor,visitor,,n.
dear,dear,,adj.
scientist,scientist,,n.
tonight,tonight,,adv.|n.
dangerous,dangerous,,adj.
bedroom,bedroom,,n.
climb,climb,,v.
mouth,mouth,,n.
shoe,shoe,,n.
relax,relax,,v.
tourist,tourist,,n.
cup,cup,,n.
description,description,,n.
wake,wake,,v.
west,west,,adj.|adv.|n.
friendly,friendly,,adj.
ice,ice,,n.
farmer,farmer,,n.
desk,desk,,n.
tea,tea,,n.
bottle,bottle,,n.
dad,dad,,n.
fruit,fruit,,n.
terrible,terrible,,adj.
fat,fat,,adj.
ear,ear,,n.
yard,yard,,n.
cat,cat,,n.
neighborhood,neighborhood,,n.
sad,sad,,adj.
sick,sick,,adj.
chart,chart,,n.
east,east,,adj.|adv.|n.
hat,hat,,n.
tall,tall,,adj.
milk,milk,,n.
online,online,,adj.|adv.
phrase,phrase,,n.
angry,angry,,adj.
breakfast,breakfast,,n.
hi,hi,,exclam.
yellow,yellow,,adj.|n.
diet,diet,,n.
gray,gray,grey,adj.|n.
coat,coat,,n.
meat,meat,,n.
dish,dish,,n.
shirt,shirt,,n.
brown,brown,,adj.|n.
tennis,tennis,,n.
mouse,mouse,,n.
snow,snow,,n.|v.
spell,spell,,v.
bike,bike,,n.
smart,smart,,adj.
tooth,tooth,,n.
beer,beer,,n.
FALSE,FALSE,,adj.
routine,routine,,n.
meter,meter,,n.
truck,truck,,n.
nose,nose,,n.
mom,mom,,n.
apartment,apartment,,n.
cake,cake,,n.
singer,singer,,n.
festival,festival,,n.
vegetable,vegetable,,n.
sugar,sugar,,n.
pink,pink,,adj.|n.
exam,exam,,n.
jacket,jacket,,n.
dirty,dirty,,adj.
bread,bread,,n.
boot,boot,,n.
bath,bath,,n.
pen,pen,,n.
chicken,chicken,,n.
teenager,teenager,,n.
shower,shower,,n.
cousin,cousin,,n.
dialogue,dialogue,dialog,n.
cream,cream,,n.
skirt,skirt,,n.
march,March,,n.
salt,salt,,n.
fantastic,fantastic,,adj.
orange,orange,,adj.|n.
pig,pig,,n.
cow,cow,,n.
cheese,cheese,,n.
guitar,guitar,,n.
piano,piano,,n.
menu,menu,,n.
grandmother,grandmother,,n.
paragraph,paragraph,,n.
chocolate,chocolate,,n.
potato,potato,,n.
ocean,ocean,,n.
uncle,uncle,,n.
rice,rice,,n.
sheep,sheep,,n.
website,website,,n.
aunt,aunt,,n.
hello,hello,,exclam.|n.
blog,blog,,n.
airport,airport,,n.
toilet,toilet,,n.
apple,apple,,n.
banana,banana,,n.
baseball,baseball,,n.
basketball,basketball,,n.
butter,butter,,n.
carrot,carrot,,n.
delicious,delicious,,adj.
eight,eight,,number
elephant,elephant,,n.
eleven,eleven,,number
five,five,,number
four,four,,number
goodbye,goodbye,,exclam.|n.
grandfather,grandfather,,n.
hey,hey,,exclam.
hobby,hobby,,n.
homework,homework,,n.
hundred,hundred,,number
internet,internet,,n.
juice,juice,,n.
lion,lion,,n.
nine,nine,,number
pants,pants,,n.
pencil,pencil,,n.
salad,salad,,n.
sandwich,sandwich,,n.
seven,seven,,number
six,six,,number
soup,soup,,n.
ten,ten,,number
third,third,,number
thirteen,thirteen,,number
thirty,thirty,,number
three,three,,number
tomato,tomato,,n.
twelve,twelve,,number
twenty,twenty,,number
two,two,,number
umbrella,umbrella,,n.
dictionary,dictionary,,n.
jeans,jeans,,n.
passport,passport,,n.
pepper,pepper,,n.
purple,purple,,adj.|n.
snake,snake,,n.
sweater,sweater,,n.
thousand,thousand,,number
vacation,vacation,,n.
bye,bye,,exclam.
geography,geography,,n.
gym,gym,,n.
hungry,hungry,,adj.
million,million,,number
tired,tired,,adj.
bathroom,bathroom,,n.
cafe,cafe,,n.
actress,actress,,n.
amazing,amazing,,adj.
april,April,,n.
august,August,,n.
awesome,awesome,,adj.
beginning,beginning,,n.
best,best,,adj.
better,better,,adj.
bicycle,bicycle,,n.
birthday,birthday,,n.
blond,blond,,adj.
bored,bored,,adj.
boring,boring,,adj.
born,born,,v.
boyfriend,boyfriend,,n.
building,building,,n.
cannot,cannot,,modal v.
cd,CD,,n.
classroom,classroom,,n.
cooking,cooking,,n.
dancer,dancer,,n.
dancing,dancing,,n.
december,December,,n.
downstairs,downstairs,,adv.
dvd,DVD,,n.
eighteen,eighteen,,number
eighty,eighty,,number
euro,euro,,n.
excited,excited,,adj.
exciting,exciting,,adj.
february,February,,n.
feeling,feeling,,n.
fifteen,fifteen,,number
fifth,fifth,,number
fifty,fifty,,number
forty,forty,,number
fourteen,fourteen,,number
fourth,fourth,,number
friday,Friday,,n.
girlfriend,girlfriend,,n.
grandparent,grandparent,,n.
have to,have to,,modal v.
her,her,,det.|pron.
him,him,,pron.
his,his,,det.
ice cream,ice cream,,n.
interested,interested,,adj.
interesting,interesting,,adj.
its,its,,det.
january,January,,n.
july,July,,n.
june,June,,n.
later,later,,adv.
mall,mall,,n.
married,married,,adj.
me,me,,pron.
meaning,meaning,,n.
meeting,meeting,,n.
midnight,midnight,,n.
monday,Monday,,n.
my,my,,det.
next to,next to,,prep.
nineteen,nineteen,,number
ninety,ninety,,number
no one,no one,,pron.
november,November,,n.
october,October,,n.
oh,oh,,exclam.
onion,onion,,n.
our,our,,det.
o?™clock,o?™clock,,adv.
painting,painting,,n.
policeman,policeman,,n.
reading,reading,,n.
saturday,Saturday,,n.
september,September,,n.
seventeen,seventeen,,number
seventy,seventy,,number
shopping,shopping,,n.
sixteen,sixteen,,number
sixty,sixty,,number
spelling,spelling,,n.
sunday,Sunday,,n.
supermarket,supermarket,,n.
swimming,swimming,,n.
t-shirt,T-shirt,,n.
thanks,thanks,,exclam.|n.
their,their,,det.
them,them,,pron.
thirsty,thirsty,,adj.
thursday,Thursday,,n.
tuesday,Tuesday,,n.
tv,TV,,n.
upstairs,upstairs,,adv.
us,us,,pron.
waiter,waiter,,n.
wednesday,Wednesday,,n.
writing,writing,,n.
your,your,,det.
have,have,,auxiliary v.
as,as,,adv.|conj.
all,all,,adv.
can,can,,n.
good,good,,n.
use,use,,n.
look,look,,n.
first,first,,n.
any,any,,adv.
after,after,,adv.|conj.
need,need,,n.
back,back,,adj.
may,May,,modal v.
such,such,,det.|pron.
last,last,,adv.
last,last,,n.
last,last,,v.
before,before,,adv.|conj.
between,between,,adv.
number,number,,v.
own,own,,v.
little,little,,adv.
start,start,,n.
talk,talk,,n.
high,high,,adv.
while,while,,conj.
might,might,,modal v.
home,home,,adj.
report,report,,v.
case,case,,n.
book,book,,v.
seem,seem,,v.
system,system,,n.
question,question,,v.
since,since,,conj.|prep.
run,run,,n.
state,state,,n.
provide,provide,,v.
government,government,,n.
pay,pay,,n.
hold,hold,,v.
service,service,,n.
against,against,,prep.
second,second,,adv.
increase,increase,,n.
increase,increase,,v.
offer,offer,,n.|v.
close,close,,adj.
lead,lead,,v.
hope,hope,,n.
less,less,,adv.|det.|pron.
level,level,,n.
experience,experience,,n.
able,able,,adj.
support,support,,n.|v.
present,present,,v.
side,side,,n.
although,although,,conj.
sure,sure,,adv.
term,term,,n.
least,least,,adv.|det.|pron.
low,low,,adj.|adv.
process,process,,n.
public,public,,adj.|n.
train,train,,v.
actually,actually,,adv.
rather,rather,,adv.
view,view,,n.
consider,consider,,v.
control,control,,n.|v.
already,already,,adv.
almost,almost,,adv.
continue,continue,,v.
whole,whole,,adj.
yet,yet,,adv.
rate,rate,,n.
care,care,,n.|v.
expect,expect,,v.
effect,effect,,n.
sort,sort,,n.
cause,cause,,n.|v.
deal,deal,,v.
allow,allow,,v.
suggest,suggest,,v.
past,past,,adv.
power,power,,n.
matter,matter,,n.|v.
mind,mind,,n.|v.
record,record,,n.
record,record,,v.
stay,stay,,n.
several,several,,det.|pron.
light,light,,v.
develop,develop,,v.
bit,bit,,n.
figure,figure,,n.
half,half,,adv.
clear,clear,,adj.
future,future,,adj.
either,either,,adv.|det.|pron.
per,per,,prep.
top,top,,adj.|n.
among,among,,prep.
involve,involve,,v.
reach,reach,,v.
social,social,,adj.
drive,drive,,n.
along,along,,adv.|prep.
free,free,,adv.
receive,receive,,v.
sale,sale,,n.
further,further,,adj.
wait,wait,,n.
general,general,,adj.
appear,appear,,v.
toward,toward,towards,prep.
individual,individual,,adj.|n.
sense,sense,,n.
perhaps,perhaps,,adv.
pass,pass,,v.
produce,produce,,v.
law,law,,n.
research,research,,n.|v.
cover,cover,,v.
position,position,,n.
human,human,,adj.|n.
film,film,,n.|v.
war,war,,n.
major,major,,adj.
condition,condition,,n.
decision,decision,,n.
certain,certain,,adj.
forward,forward,,adv.
bear,bear,,n.
himself,himself,,pron.
available,available,,adj.
especially,especially,,adv.
rise,rise,,v.
community,community,,n.
particular,particular,,adj.
role,role,,n.
please,please,,v.
step,step,,n.
themselves,themselves,,pron.
raise,raise,,v.
outside,outside,,adj.|n.|prep.
site,site,,n.
land,land,,v.
finally,finally,,adv.
sign,sign,,n.|v.
relationship,relationship,,n.
death,death,,n.
amount,amount,,n.
organization,organization,,n.
couple,couple,,n.
act,act,,v.
quality,quality,,n.
round,round,,adj.|adv.|prep.
opportunity,opportunity,,n.
wish,wish,,n.|v.
rest,rest,,n.
rest,rest,,v.
kid,kid,,n.
industry,industry,,n.
education,education,,n.
kill,kill,,v.
serve,serve,,v.
likely,likely,,adj.
certainly,certainly,,adv.
national,national,,adj.
itself,itself,,pron.
field,field,,n.
benefit,benefit,,n.
percent,percent,,adj.|adv.|n.
focus,focus,,n.|v.
stage,stage,,n.
instead,instead,,adv.
realize,realize,realise,v.
data,data,,n.
single,single,,adj.|n.
chance,chance,,n.
accept,accept,,v.
society,society,,n.
technology,technology,,n.
mention,mention,,v.
choice,choice,,n.
save,save,,v.
material,material,,n.
attention,attention,,exclam.|n.
check,check,,n.
pick,pick,,v.
reduce,reduce,,v.
ground,ground,,n.
patient,patient,,n.
century,century,,n.
evidence,evidence,,n.
exist,exist,,v.
fight,fight,,n.|v.
leader,leader,,n.
response,response,,n.
voice,voice,,n.
finish,finish,,n.
suppose,suppose,,v.
apply,apply,,v.
president,president,,n.
fire,fire,,v.
knowledge,knowledge,,n.
heart,heart,,n.
source,source,,n.
employee,employee,,n.
manage,manage,,v.
cell,cell,,n.
attack,attack,,n.|v.
foreign,foreign,,adj.
surprise,surprise,,n.|v.
feature,feature,,n.
factor,factor,,n.
recently,recently,,adv.
affect,affect,,v.
drop,drop,,v.
recent,recent,,adj.
worry,worry,,v.
inside,inside,,adj.|adv.|n.|prep.
manager,manager,,n.
international,international,,adj.
contain,contain,,v.
notice,notice,,n.|v.
nature,nature,,n.
structure,structure,,n.
myself,myself,,pron.
exactly,exactly,,adv.
plant,plant,,v.
necessary,necessary,,adj.
region,region,,n.
catch,catch,,v.
simple,simple,,adj.
average,average,,adj.|n.
character,character,,n.
hit,hit,,n.|v.
final,final,,n.
fit,fit,,adj.|v.
guy,guy,,n.
image,image,,n.
size,size,,n.
behavior,behavior,behaviour,n.
population,population,,n.
fail,fail,,v.
environment,environment,,n.
comment,comment,,n.
enter,enter,,v.
alone,alone,,adj.|adv.
drug,drug,,n.
series,series,,n.
direct,direct,,adj.
director,director,,n.
clearly,clearly,,adv.
review,review,,n.|v.
depend,depend,,v.
race,race,,n.
race,race,,v.
recognize,recognize,,v.
purpose,purpose,,n.
department,department,,n.
argue,argue,,v.
board,board,,n.
holiday,holiday,,n.
mark,mark,,n.|v.
church,church,,n.
achieve,achieve,,v.
item,item,,n.
season,season,,n.
wide,wide,,adj.
method,method,,n.
discussion,discussion,,n.
nearly,nearly,,adv.
link,link,,n.|v.
advantage,advantage,,n.
marry,marry,,v.
ability,ability,,n.
unit,unit,,n.
solution,solution,,n.
specific,specific,,adj.
fear,fear,,n.
serious,serious,,adj.
target,target,,n.
degree,degree,,n.
pull,pull,,v.
movement,movement,,n.
identify,identify,,v.
conference,conference,,n.
village,village,,n.
express,express,,v.
attend,attend,,v.
score,score,,n.|v.
organize,organize,organise,v.
sleep,sleep,,n.
fish,fish,,v.
promise,promise,,n.|v.
energy,energy,,n.
trouble,trouble,,n.
touch,touch,,v.
middle,middle,,adj.|n.
strategy,strategy,,n.
deep,deep,,adj.
except,except,,prep.
star,star,,v.
network,network,,n.
avoid,avoid,,v.
seat,seat,,n.
throw,throw,,v.
task,task,,n.
normal,normal,,adj.
goal,goal,,n.
option,option,,n.
huge,huge,,adj.
refer,refer,,v.
push,push,,v.
successful,successful,,adj.
competition,competition,,n.
argument,argument,,n.
adult,adult,,adj.
fly,fly,,n.
document,document,,n.
pattern,pattern,,n.
search,search,,n.|v.
separate,separate,,adj.
anyway,anyway,,adv.
speech,speech,,n.
officer,officer,,n.
oil,oil,,n.
fun,fun,,adj.
protect,protect,,v.
disease,disease,,n.
author,author,,n.
male,male,,adj.|n.
dark,dark,,n.
earn,earn,,v.
perform,perform,,v.
professional,professional,,adj.
mine,mine,,pron.
memory,memory,,n.
credit,credit,,n.
ring,ring,,n.
ring,ring,,v.
discover,discover,,v.
dead,dead,,adj.
possibility,possibility,,n.
direction,direction,,n.
variety,variety,,n.
daily,daily,,adj.
screen,screen,,n.
track,track,,n.
completely,completely,,adv.
female,female,,adj.|n.
original,original,,adj.
rock,rock,,n.
dream,dream,,n.|v.
easily,easily,,adv.
fix,fix,,v.
cross,cross,,n.|v.
weight,weight,,n.
shape,shape,,n.
sea,sea,,n.
immediately,immediately,,adv.
welcome,welcome,,n.
smile,smile,,n.|v.
traditional,traditional,,adj.
replace,replace,,v.
herself,herself,,pron.
suddenly,suddenly,,adv.
independent,independent,,adj.
recommend,recommend,,v.
survey,survey,,n.
request,request,,n.
wind,wind,,n.
none,none,,pron.
blood,blood,,n.
block,block,,n.
count,count,,v.
scene,scene,,n.
prevent,prevent,,v.
safe,safe,,adj.
invite,invite,,v.
medical,medical,,adj.
beat,beat,,v.
copy,copy,,n.|v.
stress,stress,,n.|v.
text,text,,v.
context,context,,n.
ride,ride,,n.
heavy,heavy,,adj.
remove,remove,,v.
equipment,equipment,,n.
collect,collect,,v.
straight,straight,,adj.|adv.
flat,flat,,adj.
fair,fair,,adj.
farm,farm,,v.
tour,tour,,n.
alternative,alternative,,n.
ship,ship,,n.
double,double,,adj.|det.|pron.|v.
print,print,,v.
progress,progress,,n.
speed,speed,,n.
reply,reply,,n.|v.
user,user,,n.
respond,respond,,v.
regular,regular,,adj.
physical,physical,,adj.
suit,suit,,n.
