lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
restriction,restriction,,n.,제한 / 규제,There are restrictions on parking here.,여기는 주차 제한이 있어요.,normal,,,FALSE
foundation,foundation,,n.,기초 / 재단,A good diet is the foundation of good health.,좋은 식단은 건강의 기초예요.,normal,,,FALSE
strain,strain,,n.|v.,부담 / 무리하다,Carrying heavy bags strained her back.,무거운 가방을 들어 허리에 무리가 왔어요.,normal,,,FALSE
innovation,innovation,,n.,혁신,The new phone is a great innovation.,그 새 전화기는 훌륭한 혁신이에요.,normal,,,FALSE
trail,trail,,n.|v.,오솔길 / 뒤를 따르다,We walked along the forest trail.,우리는 숲 오솔길을 따라 걸었어요.,normal,,,FALSE
trap,trap,,n.|v.,덫 / 가두다,The cat was trapped in the room.,고양이가 방에 갇혔어요.,normal,,,FALSE
extension,extension,,n.,연장 / 확장,She got an extension on her deadline.,그녀는 마감 기한을 연장받았어요.,normal,,,FALSE
remarkable,remarkable,,adj.,놀라운 / 주목할 만한,She made a remarkable recovery after surgery.,그녀는 수술 후 놀라운 회복을 했어요.,normal,,,FALSE
bid,bid,,n.|v.,입찰 / 입찰하다,He made a bid for the old house.,그는 오래된 집에 입찰했어요.,normal,,,FALSE
breed,breed,,n.|v.,품종 / 기르다,What breed is your dog?,당신 강아지는 무슨 품종이에요?,normal,,,FALSE
adviser,adviser,,n.,조언자 / 상담사,She talked to her adviser about school.,그녀는 학교 문제로 상담사와 이야기했어요.,normal,,,FALSE
stem,stem,,n.|v.,줄기 / 비롯되다,She cut the stem of the flower.,그녀는 꽃의 줄기를 잘랐어요.,polysemy_split,(줄기),,FALSE
stem,stem,,n.|v.,비롯되다 / 막다,His problems stem from poor sleep.,그의 문제는 수면 부족에서 비롯돼요.,polysemy_split,(비롯되다),stem,FALSE
reverse,reverse,,adj.|n.|v.,반대 / 뒤집다,She reversed the car into the garage.,그녀는 차를 차고 안으로 후진시켰어요.,normal,,,FALSE
mode,mode,,n.,방식 / 모드,The phone is in silent mode.,전화기가 무음 모드예요.,normal,,,FALSE
adjust,adjust,,v.,조정하다 / 적응하다,She adjusted the chair to her height.,그녀는 자신의 키에 맞게 의자를 조정했어요.,normal,,,FALSE
nowadays,nowadays,,adv.,요즘,Nowadays many people use smartphones.,요즘 많은 사람들이 스마트폰을 사용해요.,normal,,,FALSE
agricultural,agricultural,,adj.,농업의,This is a rich agricultural region.,이곳은 농업이 발달한 지역이에요.,normal,,,FALSE
overcome,overcome,,v.,극복하다,She overcame her fear of water.,그녀는 물에 대한 두려움을 극복했어요.,normal,,,FALSE
log,log,,n.|v.,통나무 / 기록하다,He put a log on the fire.,그는 불에 통나무를 넣었어요.,polysemy_split,(통나무),,FALSE
log,log,,n.|v.,기록하다 / 로그인하다,She logged in to check her email.,그녀는 이메일을 확인하려고 로그인했어요.,polysemy_split,(기록·로그인),log,FALSE
portion,portion,,n.,부분 / 1인분,She ate a large portion of rice.,그녀는 밥을 많이 먹었어요.,normal,,,FALSE
extensive,extensive,,adj.,광범위한 / 넓은,She has extensive knowledge of cooking.,그녀는 요리에 대해 폭넓은 지식을 갖고 있어요.,normal,,,FALSE
independence,independence,,n.,독립 / 자립,The girl wanted more independence from her parents.,그 소녀는 부모님으로부터 더 많은 독립을 원했어요.,normal,,,FALSE
