lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
label,label,,v.,표시를 붙이다,She labeled all the boxes in the kitchen.,그녀는 부엌의 모든 상자에 표시를 붙였어요.,polysemy_split,(표시를 붙이다),label,FALSE
channel,channel,,n.,채널 / 방송,He watched a cooking show on this channel.,그는 이 채널에서 요리 프로그램을 봤어요.,normal,,,FALSE
investigate,investigate,,v.,조사하다,The police investigated the accident.,경찰이 그 사고를 조사했어요.,normal,,,FALSE
recommendation,recommendation,,n.,추천,Do you have a restaurant recommendation?,추천하는 식당이 있나요?,normal,,,FALSE
concentrate,concentrate,,v.,집중하다,She concentrated on her homework quietly.,그녀는 조용히 숙제에 집중했어요.,normal,,,FALSE
plenty,plenty,,pron.,많음 / 충분함,There is plenty of food on the table.,탁자 위에 음식이 충분히 있어요.,normal,,,FALSE
export,export,,n.,수출품,Rice is an important export of this country.,쌀은 이 나라의 중요한 수출품이에요.,polysemy_split,(수출품),,FALSE
export,export,,v.,수출하다,Korea exports many cars every year.,한국은 매년 많은 자동차를 수출해요.,polysemy_split,(수출하다),export,FALSE
strongly,strongly,,adv.,강하게 / 강력히,She strongly believes in her children.,그녀는 자녀들을 강하게 믿어요.,normal,,,FALSE
consist,consist,,v.,이루어지다 / 구성되다,The meal consists of soup and bread.,그 식사는 수프와 빵으로 이루어져요.,normal,,,FALSE
graduate,graduate,,n.,졸업생,She is a graduate of that university.,그녀는 그 대학교의 졸업생이에요.,polysemy_split,(졸업생),,FALSE
graduate,graduate,,v.,졸업하다,He graduated from high school last year.,그는 작년에 고등학교를 졸업했어요.,polysemy_split,(졸업하다),graduate,FALSE
brand,brand,,n.,브랜드 / 상표,What brand of milk do you usually buy?,어떤 브랜드의 우유를 주로 사세요?,polysemy_split,(브랜드),,FALSE
brand,brand,,v.,낙인찍다,He was branded as a liar by others.,그는 다른 사람들에게 거짓말쟁이로 낙인찍혔어요.,polysemy_split,(낙인찍다),brand,FALSE
principal,principal,,n.,교장 / 학교장,The principal spoke to all the students.,교장 선생님이 모든 학생들에게 말씀하셨어요.,normal,,,FALSE
grade,grade,,n.,학년 / 성적,She got a good grade on her test.,그녀는 시험에서 좋은 성적을 받았어요.,normal,,,FALSE
previously,previously,,adv.,이전에,She had previously lived in Busan.,그녀는 이전에 부산에 살았어요.,normal,,,FALSE
rent,rent,,n.,집세 / 임대료,The rent for this room is very high.,이 방의 집세가 매우 비싸요.,polysemy_split,(집세),,FALSE
rent,rent,,v.,빌리다 / 임대하다,They rented a small house near school.,그들은 학교 근처에 작은 집을 빌렸어요.,polysemy_split,(빌리다),rent,FALSE
till,till,,conj.|prep.,~까지,She waited till he came home.,그녀는 그가 집에 올 때까지 기다렸어요.,function_word,,,FALSE
theme,theme,,n.,주제,The theme of the party is flowers.,파티의 주제는 꽃이에요.,normal,,,FALSE
odd,odd,,adj.,이상한 / 홀수의,She has an odd habit of singing alone.,그녀는 혼자 노래하는 이상한 습관이 있어요.,normal,,,FALSE
definition,definition,,n.,정의 / 뜻,Look up the definition of this word.,이 단어의 뜻을 찾아보세요.,normal,,,FALSE
atmosphere,atmosphere,,n.,분위기 / 대기,The restaurant has a warm atmosphere.,그 식당은 따뜻한 분위기예요.,normal,,,FALSE
comparison,comparison,,n.,비교,"In comparison, this bag is much cheaper.","비교해 보면, 이 가방이 훨씬 저렴해요.",normal,,,FALSE
identity,identity,,n.,신원 / 정체성,She showed her identity card at the door.,그녀는 문에서 신분증을 보여 줬어요.,normal,,,FALSE
