lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
insure,insure,,v.,보험에 들다 / 보험을 들어 두다,She insured her car last month.,그녀는 지난달에 차 보험을 들었어요.,normal,,,FALSE
thirst,thirst,,n.|v.,갈증 / 목마름,She drank water to stop her thirst.,그녀는 갈증을 해소하려고 물을 마셨어요.,normal,,,FALSE
airplane,airplane,aeroplane,n.,비행기,She took an airplane to visit her son.,그녀는 아들을 만나러 비행기를 탔어요.,normal,,,FALSE
restroom,restroom,,n.,화장실,She asked where the restroom was.,그녀는 화장실이 어디 있는지 물었어요.,normal,,,FALSE
badminton,badminton,,n.,배드민턴,We played badminton in the park.,우리는 공원에서 배드민턴을 쳤어요.,normal,,,FALSE
basket,basket,,n.,바구니,She put the fruit in a basket.,그녀는 과일을 바구니에 담았어요.,normal,,,FALSE
bat,bat,,n.|v.,방망이 / 박쥐,The boy hit the ball with a bat.,그 남자아이는 방망이로 공을 쳤어요.,polysemy_split,(방망이),,FALSE
bat,bat,,n.|v.,박쥐,A bat flew out of the old house.,낡은 집에서 박쥐 한 마리가 날아나왔어요.,polysemy_split,(박쥐),bat,FALSE
biscuit,biscuit,,n.,비스킷 / 과자,She ate a biscuit with her tea.,그녀는 차와 함께 비스킷을 먹었어요.,normal,,,FALSE
comic,comic,,adj.|n.,만화책 / 우스운,The boy read a comic book after school.,그 남자아이는 학교 후에 만화책을 읽었어요.,normal,,,FALSE
congratulate,congratulate,,v.,축하하다,She congratulated her friend on the new job.,그녀는 새 직장을 얻은 친구를 축하했어요.,normal,,,FALSE
crayon,crayon,,n.,크레용,The girl drew a flower with a red crayon.,그 여자아이는 빨간 크레용으로 꽃을 그렸어요.,normal,,,FALSE
doll,doll,,n.,인형,She gave her daughter a pretty doll.,그녀는 딸에게 예쁜 인형을 줬어요.,normal,,,FALSE
