lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
firstly,firstly,,adv.,첫째로 / 우선,"Firstly, wash your hands before eating.","첫째로, 먹기 전에 손을 씻으세요.",normal,,,FALSE
exhaust,exhaust,,n.|v.,지치게 하다 / 배기가스,The long walk exhausted the children.,긴 산책이 아이들을 지치게 했다.,polysemy_split,(지치게 하다),,FALSE
exhaust,exhaust,,n.|v.,배기가스,The car exhaust smelled very bad.,자동차 배기가스 냄새가 매우 심했다.,polysemy_split,(배기가스),exhaust,FALSE
castle,castle,,n.,성 / 성곽,We visited an old castle in the mountains.,우리는 산속에 있는 오래된 성을 방문했다.,normal,,,FALSE
veteran,veteran,,n.,베테랑 / 노련한 사람,He is a veteran teacher with 30 years of experience.,그는 30년 경력의 베테랑 선생님이다.,normal,,,FALSE
reflection,reflection,,n.,반영 / 반성,She saw her reflection in the mirror.,그녀는 거울에서 자신의 모습을 보았다.,normal,,,FALSE
determination,determination,,n.,결심 / 의지,Her determination helped her finish the race.,그녀의 강한 의지가 경주를 마치게 해주었다.,normal,,,FALSE
altogether,altogether,,adv.,완전히 / 전부 합쳐서,That is altogether wrong.,그것은 완전히 잘못된 것이다.,normal,,,FALSE
cluster,cluster,,n.|v.,무리 / 모이다,A cluster of flowers grew near the fence.,울타리 근처에 꽃들이 무더기로 피었다.,normal,,,FALSE
confusion,confusion,,n.,혼란 / 혼동,There was confusion about the meeting time.,회의 시간에 대해 혼란이 있었다.,normal,,,FALSE
logic,logic,,n.,논리,His answer had no logic.,그의 대답에는 논리가 없었다.,normal,,,FALSE
controversial,controversial,,adj.,논란이 되는 / 논쟁적인,The new law was very controversial.,새 법은 매우 논란이 많았다.,normal,,,FALSE
grammar,grammar,,n.,문법,She checks her grammar before sending emails.,그녀는 이메일을 보내기 전에 문법을 확인한다.,normal,,,FALSE
hint,hint,,n.|v.,힌트 / 암시하다,He gave me a hint about the surprise.,그는 나에게 깜짝 선물에 대한 힌트를 주었다.,normal,,,FALSE
hook,hook,,n.|v.,갈고리 / 걸다,She hung her bag on the hook.,그녀는 가방을 갈고리에 걸었다.,normal,,,FALSE
panic,panic,,n.|v.,공황 / 겁에 질리다,Don't panic if you make a mistake.,실수를 해도 당황하지 마세요.,normal,,,FALSE
genuine,genuine,,adj.,진짜의 / 진심 어린,She gave a genuine smile to the children.,그녀는 아이들에게 진심 어린 미소를 지었다.,normal,,,FALSE
vessel,vessel,,n.,그릇 / 선박,She poured water into a large vessel.,그녀는 큰 그릇에 물을 부었다.,normal,,,FALSE
verb,verb,,n.,동사,Run is a common verb in English.,'run'은 영어에서 흔한 동사이다.,normal,,,FALSE
reckon,reckon,,v.,생각하다 / 여기다,I reckon it will rain today.,나는 오늘 비가 올 것 같다고 생각한다.,normal,,,FALSE
harbor,harbor,harbour,n.|v.,항구 / 품다,The boat arrived at the harbor safely.,배가 항구에 안전하게 도착했다.,polysemy_split,(항구),,FALSE
harbor,harbor,harbour,n.|v.,(감정을) 품다,She harbored a secret wish in her heart.,그녀는 마음속에 비밀스러운 소망을 품고 있었다.,polysemy_split,(품다),harbor,FALSE
chase,chase,,n.|v.,뒤쫓다 / 추격,The boy chased the dog around the yard.,소년은 마당에서 개를 뒤쫓았다.,normal,,,FALSE
storage,storage,,n.,보관 / 저장 공간,We need more storage for our kitchen items.,우리는 주방 물건을 위한 보관 공간이 더 필요하다.,normal,,,FALSE
lover,lover,,n.,애인 / 애호가,She is a great lover of classical music.,그녀는 클래식 음악을 매우 좋아한다.,normal,,,FALSE
rat,rat,,n.,쥐,A rat ran across the kitchen floor.,쥐 한 마리가 부엌 바닥을 가로질러 달렸다.,normal,,,FALSE
substitute,substitute,,n.|v.,대신하다 / 대체물,She used honey as a substitute for sugar.,그녀는 설탕 대신 꿀을 사용했다.,normal,,,FALSE
supplement,supplement,,n.|v.,보충제 / 보완하다,She takes a vitamin supplement every morning.,그녀는 매일 아침 비타민 보충제를 먹는다.,normal,,,FALSE
adjustment,adjustment,,n.,조정 / 적응,She made a small adjustment to the recipe.,그녀는 요리법을 조금 조정했다.,normal,,,FALSE
reasonably,reasonably,,adv.,합리적으로 / 꽤,The meal was reasonably priced.,식사 가격이 꽤 합리적이었다.,normal,,,FALSE
filter,filter,,n.|v.,필터 / 걸러내다,She filtered the water before drinking.,그녀는 마시기 전에 물을 걸러냈다.,normal,,,FALSE
abstract,abstract,,adj.|n.|v.,추상적인,The painting was very abstract and colorful.,그 그림은 매우 추상적이고 화려했다.,polysemy_split,(추상적인),,FALSE
abstract,abstract,,adj.|n.|v.,요약 / 개요,She read the abstract of the report.,그녀는 보고서의 요약을 읽었다.,polysemy_split,(요약),abstract,FALSE
precise,precise,,adj.,정확한 / 정밀한,She gave a precise answer to the question.,그녀는 질문에 정확한 답을 했다.,normal,,,FALSE
distant,distant,,adj.,먼 / 멀리 있는,She heard a distant sound of music.,그녀는 멀리서 음악 소리를 들었다.,normal,,,FALSE
situate,situate,,v.,위치시키다 / 자리 잡게 하다,The school is situated near the park.,그 학교는 공원 근처에 위치해 있다.,normal,,,FALSE
leap,leap,,n.|v.,뛰어오르다 / 도약,The cat leaped onto the sofa.,고양이가 소파 위로 뛰어올랐다.,normal,,,FALSE
snap,snap,,adj.|n.|v.,딱 부러지다 / 찰칵 찍다,She snapped a photo of her lunch.,그녀는 점심 사진을 찰칵 찍었다.,normal,,,FALSE
probability,probability,,n.,가능성 / 확률,There is a high probability of rain tomorrow.,내일 비가 올 확률이 높다.,normal,,,FALSE
uncertainty,uncertainty,,n.,불확실성 / 불확실함,She felt uncertainty about the new job.,그녀는 새 직장에 대해 불확실함을 느꼈다.,normal,,,FALSE
refugee,refugee,,n.,난민,The family helped a refugee find a home.,그 가족은 난민이 집을 찾도록 도와주었다.,normal,,,FALSE
shore,shore,,n.,해변 / 기슭,The children played on the shore.,아이들은 해변에서 놀았다.,normal,,,FALSE
monthly,monthly,,adj.|adv.|n.,매달의 / 매달,She pays a monthly fee for the gym.,그녀는 헬스장 요금을 매달 낸다.,normal,,,FALSE
comprise,comprise,,v.,구성하다 / 이루다,The class comprises twenty students.,그 반은 스무 명의 학생으로 이루어져 있다.,normal,,,FALSE
