lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
inquiry,inquiry,,n.,문의 / 조사,She made an inquiry about the class.,그녀는 수업에 대해 문의했습니다.,normal,,,FALSE
strict,strict,,adj.,엄격한 / 엄한,Her mother is very strict about bedtime.,그녀의 어머니는 잠자리 시간에 매우 엄격합니다.,normal,,,FALSE
humor,humor,humour,n.,유머 / 웃음,He has a great sense of humor.,그는 유머 감각이 뛰어납니다.,normal,,,FALSE
wise,wise,,adj.,현명한 / 지혜로운,She made a wise decision.,그녀는 현명한 결정을 내렸습니다.,normal,,,FALSE
shelter,shelter,,n.|v.,피난처 / 보호하다,They found shelter from the rain.,그들은 비를 피할 피난처를 찾았습니다.,normal,,,FALSE
whisper,whisper,,n.|v.,속삭임 / 속삭이다,She whispered in the baby's ear.,그녀는 아기의 귀에 속삭였습니다.,normal,,,FALSE
species,species,,n.,종 / 종류,This species of bird lives in warm places.,이 종의 새는 따뜻한 곳에 삽니다.,normal,,,FALSE
bunch,bunch,,n.,묶음 / 무리,She bought a bunch of bananas.,그녀는 바나나 한 묶음을 샀습니다.,normal,,,FALSE
hesitate,hesitate,,v.,망설이다 / 주저하다,She hesitated before opening the door.,그녀는 문을 열기 전에 망설였습니다.,normal,,,FALSE
wherever,wherever,,conj.,어디에서든 / 어디를 가든,She takes her bag wherever she goes.,그녀는 어디를 가든 가방을 들고 갑니다.,function_word,,,FALSE
anxious,anxious,,adj.,불안한 / 걱정하는,She felt anxious before the test.,그녀는 시험 전에 불안함을 느꼈습니다.,normal,,,FALSE
nerve,nerve,,n.,신경 / 용기,She had the nerve to speak in front of everyone.,그녀는 모든 사람 앞에서 말할 용기가 있었습니다.,normal,,,FALSE
raw,raw,,adj.,날것의 / 익히지 않은,She eats raw carrots as a snack.,그녀는 간식으로 날당근을 먹습니다.,normal,,,FALSE
slope,slope,,n.|v.,경사 / 비탈,The children ran down the grassy slope.,아이들이 풀이 덮인 경사를 뛰어 내려갔습니다.,normal,,,FALSE
