lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
need,need,,v.,필요하다 / ~해야 하다,I need some help.,저는 도움이 좀 필요해요.,normal,,,FALSE
much,much,,adv.|det.|pron.,많이 / 많은,I don't eat much sugar.,저는 설탕을 많이 먹지 않아요.,function_word,,,FALSE
right,right,,adj.,올바른 / 맞는,That is the right answer.,그것이 정답이에요.,polysemy_split,(올바른),right,FALSE
right,right,,adv.,바로 / 오른쪽으로,Turn right at the corner.,모퉁이에서 오른쪽으로 도세요.,polysemy_split,(방향),right,FALSE
right,right,,n.,권리 / 오른쪽,Everyone has the right to rest.,모든 사람은 쉴 권리가 있어요.,polysemy_split,(권리),right,FALSE
how,how,,adv.,어떻게 / 얼마나,How are you today?,오늘 어떻게 지내세요?,function_word,,,FALSE
back,back,,adv.|n.,등 / 뒤로,My back hurts today.,오늘 등이 아파요.,normal,,,FALSE
mean,mean,,v.,의미하다,What does this word mean?,이 단어는 무슨 뜻인가요?,normal,,,FALSE
even,even,,adv.,심지어 / ~조차,Even my child can cook rice.,심지어 제 아이도 밥을 지을 수 있어요.,function_word,,,FALSE
may,May,,n.,5월,Her birthday is in May.,그녀의 생일은 5월이에요.,normal,,,FALSE
here,here,,adv.,여기에 / 이리로,Please sit here.,여기에 앉으세요.,function_word,,,FALSE
many,many,,det.|pron.,많은 / 많이,She has many friends.,그녀는 친구가 많아요.,function_word,,,FALSE
last,last,,det.,지난 / 마지막의,I visited her last week.,저는 지난주에 그녀를 방문했어요.,normal,,,FALSE
child,child,,n.,아이 / 어린이,The child is eating lunch.,아이가 점심을 먹고 있어요.,normal,,,FALSE
tell,tell,,v.,말하다 / 알려주다,Please tell me your name.,이름을 알려주세요.,normal,,,FALSE
really,really,,adv.,정말로 / 매우,This cake is really delicious.,이 케이크는 정말 맛있어요.,normal,,,FALSE
call,call,,n.|v.,전화 / 전화하다,She got a call from her daughter.,그녀는 딸에게서 전화를 받았어요.,normal,,,FALSE
before,before,,prep.,~전에,Wash your hands before eating.,먹기 전에 손을 씻으세요.,function_word,,,FALSE
company,company,,n.,회사 / 함께함,She works at a big company.,그녀는 큰 회사에서 일해요.,normal,,,FALSE
through,through,,adv.|prep.,~을 통해 / 지나서,We walked through the park.,우리는 공원을 통해 걸어갔어요.,function_word,,,FALSE
down,down,,adv.|prep.,아래로 / 내려서,She walked down the stairs.,그녀는 계단을 내려갔어요.,function_word,,,FALSE
show,show,,n.|v.,쇼 / 보여주다,She showed me her new dress.,그녀는 저에게 새 드레스를 보여줬어요.,normal,,,FALSE
life,life,,n.,삶 / 생명,She lives a happy life.,그녀는 행복한 삶을 살아요.,normal,,,FALSE
man,man,,n.,남자 / 사람,The man is reading a book.,그 남자는 책을 읽고 있어요.,normal,,,FALSE
change,change,,n.|v.,변화 / 바꾸다,She changed her dress.,그녀는 옷을 갈아입었어요.,normal,,,FALSE
place,place,,n.,장소 / 곳,This is a good place to rest.,여기는 쉬기 좋은 장소예요.,normal,,,FALSE
long,long,,adj.|adv.,긴 / 오래,She has long hair.,그녀는 머리카락이 길어요.,normal,,,FALSE
between,between,,prep.,~사이에,The cat sat between two chairs.,고양이가 두 의자 사이에 앉았어요.,function_word,,,FALSE
feel,feel,,v.,느끼다 / ~한 기분이다,I feel happy today.,오늘 기분이 행복해요.,normal,,,FALSE
too,too,,adv.,너무 / ~도,This bag is too heavy.,이 가방은 너무 무거워요.,function_word,,,FALSE
