lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
subject,subject,,adj.,~의 영향을 받는 / ~에 따르는,The plan is subject to change.,그 계획은 변경될 수 있어요.,normal,,,FALSE
reach,reach,,n.,닿는 범위 / 손이 미치는 곳,Keep medicine out of children's reach.,약은 아이들 손이 닿지 않는 곳에 두세요.,normal,,,FALSE
free,free,,v.,자유롭게 하다 / 풀어주다,She freed the bird from the cage.,그녀는 새장에서 새를 풀어줬어요.,normal,,,FALSE
sense,sense,,v.,느끼다 / 감지하다,She sensed that something was wrong.,그녀는 뭔가 잘못됐다는 것을 느꼈어요.,normal,,,FALSE
produce,produce,,n.,농산물 / 신선 식품,She bought fresh produce at the market.,그녀는 시장에서 신선한 농산물을 샀어요.,normal,,,FALSE
position,position,,v.,자리를 잡다 / 배치하다,She positioned the chair by the window.,그녀는 창문 옆에 의자를 배치했어요.,normal,,,FALSE
account,account,,v.,설명하다 / 차지하다,Can you account for your actions?,당신의 행동을 설명할 수 있나요?,normal,,,FALSE
major,major,,n.,전공 / 전공 과목,Her major is English at school.,그녀의 전공은 학교에서 영어예요.,normal,,,FALSE
forward,forward,,adj.,앞쪽의 / 진취적인,She took a forward step with confidence.,그녀는 자신감 있게 앞으로 한 걸음 내디뎠어요.,normal,,,FALSE
bear,bear,,v.,견디다 / 낳다,She could not bear the cold weather.,그녀는 추운 날씨를 견딜 수 없었어요.,normal,,,FALSE
rise,rise,,n.,오름 / 상승,There was a rise in food prices.,식품 가격이 올랐어요.,normal,,,FALSE
detail,detail,,v.,자세히 설명하다,She detailed her plan to the group.,그녀는 그룹에게 계획을 자세히 설명했어요.,normal,,,FALSE
step,step,,v.,발을 내딛다 / 걷다,He stepped outside for some fresh air.,그는 신선한 공기를 마시러 밖으로 나갔어요.,normal,,,FALSE
date,date,,v.,날짜를 기입하다 / 사귀다,Please date and sign this form.,이 양식에 날짜를 쓰고 서명해 주세요.,normal,,,FALSE
model,model,,v.,본보기로 삼다 / 모델이 되다,She modeled her style on her mother.,그녀는 어머니를 본보기로 자신의 스타일을 만들었어요.,normal,,,FALSE
approach,approach,,n.,접근 방법 / 다가옴,She has a kind approach to teaching.,그녀는 친절한 교육 방식을 가지고 있어요.,polysemy_split,(방법),approach,FALSE
approach,approach,,v.,다가가다 / 접근하다,The dog approached the girl slowly.,개가 천천히 소녀에게 다가갔어요.,polysemy_split,(다가가다),approach,FALSE
amount,amount,,v.,~에 달하다 / 합계가 되다,The bill amounted to fifty dollars.,청구서가 50달러에 달했어요.,normal,,,FALSE
picture,picture,,v.,상상하다 / 마음속에 그리다,I can picture us on the beach.,저는 우리가 해변에 있는 모습을 상상할 수 있어요.,normal,,,FALSE
regard,regard,,n.,존중 / 안부,Please give my regards to your mother.,어머니께 제 안부를 전해 주세요.,polysemy_split,(안부·존중),regard,FALSE
regard,regard,,v.,여기다 / ~으로 간주하다,We regard her as a good friend.,우리는 그녀를 좋은 친구로 여겨요.,polysemy_split,(간주하다),regard,FALSE
range,range,,v.,범위에 걸치다 / 다양하다,The prices range from ten to fifty.,가격은 10에서 50까지 다양해요.,normal,,,FALSE
project,project,,v.,예상하다 / 투영하다,We project sales will grow next year.,우리는 내년에 매출이 늘어날 것으로 예상해요.,normal,,,FALSE
round,round,,n.,한 차례 / 라운드,They played one round of the game.,그들은 게임을 한 차례 했어요.,normal,,,FALSE
fund,fund,,n.,기금 / 자금,The school has a fund for students.,학교에는 학생들을 위한 기금이 있어요.,polysemy_split,(기금),fund,FALSE
fund,fund,,v.,자금을 지원하다,The city funded a new playground.,시에서 새 놀이터에 자금을 지원했어요.,polysemy_split,(자금 지원하다),fund,FALSE
national,national,,n.,국민 / 자국민,She is a national of this country.,그녀는 이 나라의 국민이에요.,normal,,,FALSE
stage,stage,,v.,개최하다 / 무대에 올리다,The school staged a short play.,학교에서 짧은 연극을 무대에 올렸어요.,normal,,,FALSE
address,address,,v.,다루다 / 연설하다,She addressed the problem right away.,그녀는 그 문제를 바로 다뤘어요.,normal,,,FALSE
demand,demand,,n.,수요 / 요구,There is high demand for fresh food.,신선한 음식에 대한 수요가 높아요.,polysemy_split,(수요·요구),demand,FALSE
demand,demand,,v.,요구하다,She demanded a clear answer.,그녀는 명확한 답변을 요구했어요.,polysemy_split,(요구하다),demand,FALSE
