lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
ninety,ninety,,number,아흔 / 90,My grandma is ninety years old.,우리 할머니는 아흔 살이에요.,normal,,,FALSE
no one,no one,,pron.,아무도 ~않다,No one was home last night.,어젯밤에 아무도 집에 없었어요.,normal,,,FALSE
november,November,,n.,11월,It gets cold in November.,11월에는 날씨가 추워져요.,normal,,,FALSE
october,October,,n.,10월,The leaves fall in October.,10월에는 나뭇잎이 떨어져요.,normal,,,FALSE
oh,oh,,exclam.,오! / 아!,"Oh, I forgot my keys!","아, 열쇠를 잊어버렸어요!",normal,,,FALSE
onion,onion,,n.,양파,She puts onion in the soup.,그녀는 국에 양파를 넣어요.,normal,,,FALSE
our,our,,det.,우리의,Our house is near the school.,우리 집은 학교 근처에 있어요.,function_word,,,FALSE
o?™clock,o?™clock,,adv.,~시 (정각),We eat lunch at twelve o'clock.,우리는 12시 정각에 점심을 먹어요.,normal,,,TRUE
painting,painting,,n.,그림 / 그림 그리기,She has a beautiful painting on the wall.,그녀는 벽에 아름다운 그림이 있어요.,normal,,,FALSE
policeman,policeman,,n.,경찰관,The policeman helped the old woman.,경찰관이 할머니를 도와줬어요.,normal,,,FALSE
reading,reading,,n.,읽기 / 독서,Reading is my favorite hobby.,독서는 내가 가장 좋아하는 취미예요.,normal,,,FALSE
saturday,Saturday,,n.,토요일,We go shopping on Saturday.,우리는 토요일에 쇼핑하러 가요.,normal,,,FALSE
september,September,,n.,9월,School starts again in September.,9월에 학교가 다시 시작해요.,normal,,,FALSE
seventeen,seventeen,,number,열일곱 / 17,She is seventeen years old.,그녀는 열일곱 살이에요.,normal,,,FALSE
seventy,seventy,,number,일흔 / 70,My grandfather is seventy years old.,우리 할아버지는 일흔 살이에요.,normal,,,FALSE
shopping,shopping,,n.,쇼핑 / 장보기,I do my shopping on Sunday.,나는 일요일에 장을 봐요.,normal,,,FALSE
sixteen,sixteen,,number,열여섯 / 16,The boy is sixteen years old.,그 소년은 열여섯 살이에요.,normal,,,FALSE
sixty,sixty,,number,예순 / 60,She is sixty years old.,그녀는 예순 살이에요.,normal,,,FALSE
spelling,spelling,,n.,철자 / 맞춤법,Please check the spelling of this word.,이 단어의 철자를 확인해 주세요.,normal,,,FALSE
sunday,Sunday,,n.,일요일,We rest at home on Sunday.,우리는 일요일에 집에서 쉬어요.,normal,,,FALSE
supermarket,supermarket,,n.,슈퍼마켓 / 마트,I buy food at the supermarket.,나는 슈퍼마켓에서 음식을 사요.,normal,,,FALSE
swimming,swimming,,n.,수영 / 수영하기,She enjoys swimming in the pool.,그녀는 수영장에서 수영하는 것을 좋아해요.,normal,,,FALSE
t-shirt,T-shirt,,n.,티셔츠,He wears a white T-shirt today.,그는 오늘 흰 티셔츠를 입어요.,normal,,,FALSE
thanks,thanks,,exclam.|n.,감사합니다 / 고마워요,Thanks for your help!,도와줘서 고마워요!,normal,,,FALSE
their,their,,det.,그들의,Their house is very big.,그들의 집은 매우 커요.,function_word,,,FALSE
them,them,,pron.,그들을 / 그들에게,I see them every day.,나는 매일 그들을 봐요.,function_word,,,FALSE
thirsty,thirsty,,adj.,목마른 / 갈증 나는,I am thirsty after my walk.,산책 후에 목이 말라요.,normal,,,FALSE
thursday,Thursday,,n.,목요일,She has a class every Thursday.,그녀는 매주 목요일에 수업이 있어요.,normal,,,FALSE
