lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
rule,rule,,n.,규칙,Follow the rules at school.,학교에서 규칙을 따르세요.,normal,,,FALSE
sell,sell,,v.,팔다,She sells flowers at the market.,그녀는 시장에서 꽃을 팔아요.,normal,,,FALSE
short,short,,adj.,짧은 / 키가 작은,The girl has short hair.,그 여자아이는 머리카락이 짧아요.,normal,,,FALSE
agree,agree,,v.,동의하다,I agree with you.,나는 당신에게 동의해요.,normal,,,FALSE
everything,everything,,pron.,모든 것,She ate everything on her plate.,그녀는 접시에 있는 모든 것을 먹었어요.,normal,,,FALSE
paper,paper,,n.,종이 / 신문,She wrote on the paper.,그녀는 종이에 글을 썼어요.,normal,,,FALSE
near,near,,adj.|adv.|prep.,가까운 / 가까이에,The school is near my house.,학교는 우리 집 가까이에 있어요.,function_word,,,FALSE
computer,computer,,n.,컴퓨터,She works on her computer.,그녀는 컴퓨터로 일해요.,normal,,,FALSE
situation,situation,,n.,상황,The situation is difficult for us.,상황이 우리에게 어려워요.,normal,,,FALSE
activity,activity,,n.,활동,Walking is a good activity.,걷기는 좋은 활동이에요.,normal,,,FALSE
morning,morning,,n.,아침,She drinks tea every morning.,그녀는 매일 아침 차를 마셔요.,normal,,,FALSE
shop,shop,,n.|v.,가게 / 쇼핑하다,We went shopping at the mall.,우리는 쇼핑몰에 쇼핑하러 갔어요.,normal,,,FALSE
someone,someone,,pron.,누군가,Someone knocked on the door.,누군가 문을 두드렸어요.,normal,,,FALSE
above,above,,adv.|prep.,위에 / ~보다 위에,The picture is above the bed.,그림은 침대 위에 걸려 있어요.,function_word,,,FALSE
design,design,,n.|v.,디자인 / 설계하다,She designed a pretty dress.,그녀는 예쁜 드레스를 디자인했어요.,normal,,,FALSE
event,event,,n.,행사 / 사건,We joined a family event.,우리는 가족 행사에 참여했어요.,normal,,,FALSE
special,special,,adj.,특별한,Today is a special day for us.,오늘은 우리에게 특별한 날이에요.,normal,,,FALSE
sometimes,sometimes,,adv.,때때로 / 가끔,I sometimes walk to the store.,나는 가끔 가게까지 걸어가요.,function_word,,,FALSE
carry,carry,,v.,들고 가다 / 나르다,He carried the bag for her.,그가 그녀를 위해 가방을 들어줬어요.,normal,,,FALSE
choose,choose,,v.,고르다 / 선택하다,She chose a red dress.,그녀는 빨간 드레스를 골랐어요.,normal,,,FALSE
father,father,,n.,아버지,My father cooks on Sundays.,우리 아버지는 일요일에 요리해요.,normal,,,FALSE
table,table,,n.,탁자 / 식탁,The food is on the table.,음식이 식탁 위에 있어요.,normal,,,FALSE
main,main,,adj.,주요한 / 가장 중요한,Rice is the main food in Korea.,밥은 한국에서 주요 음식이에요.,normal,,,FALSE
