lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
teaching,teaching,,n.,가르치기 / 교육,Teaching children is a great job.,아이들을 가르치는 것은 멋진 일이에요.,normal,,,FALSE
thinking,thinking,,n.,생각 / 사고,She sat quietly in her thinking.,그녀는 생각에 잠겨 조용히 앉아 있었어요.,normal,,,FALSE
thought,thought,,n.,생각 / 사고,He had a good thought about dinner.,그는 저녁 식사에 대해 좋은 생각이 떠올랐어요.,normal,,,FALSE
training,training,,n.,훈련 / 교육,She is in training for the race.,그녀는 경주를 위해 훈련 중이에요.,normal,,,FALSE
trash,trash,,n.,쓰레기,Please put the trash in the bin.,쓰레기를 통에 넣어 주세요.,normal,,,FALSE
traveler,traveler,,n.,여행자 / 나그네,The traveler stayed at a small hotel.,그 여행자는 작은 호텔에 머물렀어요.,normal,,,FALSE
understanding,understanding,,n.,이해 / 이해력,She has a good understanding of math.,그녀는 수학을 잘 이해해요.,normal,,,FALSE
unhappy,unhappy,,adj.,불행한 / 슬픈,The boy looked unhappy after school.,그 소년은 방과 후 슬퍼 보였어요.,normal,,,FALSE
united,united,,adj.,하나로 뭉친 / 연합한,The family was united and happy.,그 가족은 하나로 뭉쳐 행복했어요.,normal,,,FALSE
used to,used to,,modal v.,(과거에) ~하곤 했다,She used to walk to school.,그녀는 예전에 걸어서 학교에 다니곤 했어요.,function_word,,,FALSE
washing,washing,,n.,세탁 / 씻기,She did the washing after lunch.,그녀는 점심 후에 세탁을 했어요.,normal,,,FALSE
whose,whose,,det.|pron.,누구의 / 누구 것,Whose bag is on the chair?,의자 위에 있는 가방은 누구 거예요?,function_word,,,FALSE
working,working,,adj.,일하는 / 작동하는,He is a working father of two kids.,그는 두 아이를 둔 일하는 아버지예요.,normal,,,FALSE
worried,worried,,adj.,걱정하는 / 불안한,She was worried about her mother.,그녀는 어머니를 걱정했어요.,normal,,,FALSE
worse,worse,,adj.,더 나쁜 / 더 심한,His cold got worse yesterday.,그의 감기는 어제 더 심해졌어요.,normal,,,FALSE
worst,worst,,adj.,가장 나쁜 / 최악의,That was the worst meal I had.,그것은 제가 먹어 본 최악의 식사였어요.,normal,,,FALSE
wow,wow,,exclam.,와! / 우와!,"Wow, that cake looks delicious!","와, 저 케이크 정말 맛있어 보여요!",normal,,,FALSE
yours,yours,,pron.,당신의 것 / 네 것,Is this bag yours?,이 가방이 당신 거예요?,function_word,,,FALSE
it,IT,,n.,정보 기술 (IT),She works in IT at a big company.,그녀는 큰 회사에서 IT 분야에서 일해요.,normal,(정보기술),,FALSE
that,that,,adv.,그렇게 / 그 정도로,I did not know it was that cold.,그렇게 추운 줄 몰랐어요.,function_word,,,FALSE
this,this,,adv.,이렇게 / 이 정도로,I never walked this far before.,전에 이렇게 멀리 걸어본 적이 없어요.,function_word,,,FALSE
by,by,,adv.,곁에 / 지나쳐서,A car drove by quickly.,차 한 대가 빠르게 지나쳐 갔어요.,function_word,,,FALSE
will,will,,n.,의지 / 유언장,She has a strong will to study.,그녀는 공부하려는 강한 의지가 있어요.,polysemy_split,(의지),will,FALSE
will,will,,n.,유언장,He wrote his will before the trip.,그는 여행 전에 유언장을 작성했어요.,polysemy_split,(유언장),will,FALSE
go,go,,n.,시도 / 차례,It is your go now.,이제 네 차례예요.,normal,,,FALSE
like,like,,n.,좋아요 / 비슷한 것,Her post got many likes.,그녀의 게시물에 좋아요가 많이 달렸어요.,normal,,,FALSE
now,now,,conj.,이제 ~이니까 / ~한 이상,"Now that it is warm, we can go out.",이제 날이 따뜻해졌으니 밖에 나갈 수 있어요.,function_word,,,FALSE
need,need,,modal v.,~할 필요가 있다,You need not worry about that.,그것에 대해 걱정할 필요 없어요.,function_word,,,FALSE
place,place,,v.,놓다 / 두다,She placed the cup on the table.,그녀는 컵을 테이블 위에 놓았어요.,normal,,,FALSE
still,still,,adj.,조용한 / 고요한,The lake was still in the morning.,아침에 호수는 고요했어요.,normal,,,FALSE
point,point,,v.,가리키다 / 향하다,He pointed at the big tree.,그는 큰 나무를 가리켰어요.,normal,,,FALSE
next,next,,n.,다음 사람 / 다음 것,Who is next in line?,줄에서 다음은 누구예요?,normal,,,FALSE
live,live,,adj.,살아 있는 / 생방송의,We watched a live concert on TV.,우리는 TV에서 생방송 콘서트를 봤어요.,polysemy_split,(생방송/살아있는),live,FALSE
live,live,,adv.,생방송으로 / 직접,The game was shown live on TV.,그 경기는 TV에서 생방송으로 보여졌어요.,polysemy_split,(생방송으로),live,FALSE
while,while,,n.,잠깐 / 한동안,We waited for a while outside.,우리는 밖에서 잠깐 기다렸어요.,normal,,,FALSE
kind,kind,,adj.,친절한 / 다정한,She is kind to everyone she meets.,그녀는 만나는 모든 사람에게 친절해요.,normal,,,FALSE
set,set,,n.,세트 / 한 묶음,She bought a set of bowls.,그녀는 그릇 세트를 샀어요.,polysemy_split,(세트/묶음),set,FALSE
set,set,,v.,놓다 / 설정하다,He set the alarm for seven.,그는 알람을 7시로 설정했어요.,polysemy_split,(놓다/설정하다),set,FALSE
since,since,,adv.,그 이후로 / 그때부터,She moved away and I have not seen her since.,그녀는 이사를 갔고 그 이후로 만나지 못했어요.,function_word,,,FALSE
hand,hand,,v.,건네다 / 전달하다,She handed the book to her friend.,그녀는 친구에게 책을 건네줬어요.,normal,,,FALSE
