lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
sculpt,sculpt,,v.,조각하다,She sculpted a bird from clay.,그녀는 점토로 새를 조각했다.,normal,,,FALSE
seize,seize,,v.,붙잡다 / 빼앗다,He seized her hand before she fell.,그는 그녀가 넘어지기 전에 손을 붙잡았다.,normal,,,FALSE
sensation,sensation,,n.,느낌 / 센세이션,She felt a warm sensation on her face.,그녀는 얼굴에 따뜻한 느낌을 받았다.,normal,,,FALSE
sentiment,sentiment,,n.,감정 / 정서,He shared his true sentiments with her.,그는 그녀에게 자신의 진심 어린 감정을 털어놓았다.,normal,,,FALSE
simulate,simulate,,v.,모의 실험하다 / 흉내 내다,The program simulates real weather conditions.,그 프로그램은 실제 날씨 상황을 모의 실험한다.,normal,,,FALSE
simultaneous,simultaneous,,adj.,동시의,We heard a simultaneous clap of thunder.,우리는 동시에 천둥소리를 들었다.,normal,,,FALSE
sin,sin,,n.|v.,죄 / 죄를 짓다,He felt sorry for the sin he had done.,그는 자신이 저지른 죄에 대해 미안함을 느꼈다.,normal,,,FALSE
skip,skip,,n.|v.,건너뛰다 / 깡충깡충 뛰다,She skipped breakfast and felt hungry.,그녀는 아침을 건너뛰어서 배가 고팠다.,normal,,,FALSE
slim,slim,,adj.|v.,날씬한 / 날씬해지다,She looks very slim after her diet.,그녀는 다이어트 후 매우 날씬해 보인다.,normal,,,FALSE
sneak,sneak,,adj.|n.|v.,몰래 움직이다 / 살금살금 가다,The boy sneaked out of the house at night.,남자아이는 밤에 집에서 몰래 빠져나갔다.,normal,,,FALSE
soak,soak,,n.|v.,담그다 / 흠뻑 젖다,She soaked the beans in water overnight.,그녀는 콩을 밤새 물에 담가 두었다.,normal,,,FALSE
sociology,sociology,,n.,사회학,She studies sociology at university.,그녀는 대학에서 사회학을 공부한다.,normal,,,FALSE
sole,sole,,adj.|n.|v.,유일한 / 발바닥,She is the sole child in the family.,그녀는 가족 중 유일한 자녀이다.,polysemy_split,(유일한),sole,FALSE
sole,sole,,adj.|n.|v.,발바닥 / 신발 밑창,The sole of her shoe wore out quickly.,그녀의 신발 밑창이 빨리 닳아버렸다.,polysemy_split,(밑창),sole,FALSE
sophisticate,sophisticate,,v.,세련되게 하다 / 복잡하게 만들다,Travel can sophisticate a person's taste.,여행은 사람의 취향을 세련되게 만들 수 있다.,normal,,,FALSE
span,span,,n.|v.,기간 / 걸쳐 있다,Her career spanned over thirty years.,그녀의 경력은 30년 이상에 걸쳐 있었다.,normal,,,FALSE
spark,spark,,n.|v.,불꽃 / 불러일으키다,The campfire sent sparks into the sky.,모닥불이 하늘로 불꽃을 튀겼다.,normal,,,FALSE
spectacle,spectacle,,n.,장관 / 볼거리,The fireworks were a beautiful spectacle.,불꽃놀이는 아름다운 장관이었다.,normal,,,FALSE
spectrum,spectrum,,n.,스펙트럼 / 범위,Light passes through a prism and shows a spectrum.,빛이 프리즘을 통과하면 스펙트럼이 나타난다.,normal,,,FALSE
sphere,sphere,,n.,구 / 영역,The earth is shaped like a sphere.,지구는 구 모양이다.,normal,,,FALSE
spill,spill,,n.|v.,흘리다 / 쏟다,She spilled coffee on her white shirt.,그녀는 흰 셔츠에 커피를 쏟았다.,normal,,,FALSE
spit,spit,,n.|v.,침을 뱉다 / 침,He spit the seed out of his mouth.,그는 씨앗을 입 밖으로 뱉었다.,normal,,,FALSE
splash,splash,,n.|v.,물을 튀기다 / 첨벙 소리,The kids splashed water at each other.,아이들이 서로에게 물을 튀겼다.,normal,,,FALSE
spouse,spouse,,n.,배우자,She introduced her spouse to the family.,그녀는 가족에게 배우자를 소개했다.,normal,,,FALSE
squeeze,squeeze,,n.|v.,짜다 / 꽉 쥐다,She squeezed the lemon over the fish.,그녀는 생선 위에 레몬을 짰다.,normal,,,FALSE
stack,stack,,n.|v.,쌓다 / 무더기,He stacked the books on the table.,그는 책상 위에 책을 쌓았다.,normal,,,FALSE
starve,starve,,v.,굶다 / 굶주리다,The children were starving after the long walk.,아이들은 오랜 걷기 후에 배가 몹시 고팠다.,normal,,,FALSE
stitch,stitch,,n.|v.,바느질하다 / 한 땀,She stitched the torn dress by hand.,그녀는 찢어진 원피스를 손으로 바느질했다.,normal,,,FALSE
stripe,stripe,,n.|v.,줄무늬 / 줄무늬를 넣다,The cat has black and white stripes.,그 고양이는 흑백 줄무늬가 있다.,normal,,,FALSE
subjective,subjective,,adj.,주관적인,Beauty is a subjective feeling for everyone.,아름다움은 모든 사람에게 주관적인 느낌이다.,normal,,,FALSE
submarine,submarine,,adj.|n.,잠수함 / 해저의,The submarine went deep under the sea.,잠수함이 바다 깊이 들어갔다.,normal,,,FALSE
submission,submission,,n.,제출 / 복종,She handed in her submission before the deadline.,그녀는 마감 전에 제출물을 냈다.,normal,,,FALSE
subscribe,subscribe,,v.,구독하다 / 신청하다,She subscribed to a cooking channel online.,그녀는 온라인에서 요리 채널을 구독했다.,normal,,,FALSE
subtle,subtle,,adj.,미묘한 / 은은한,There is a subtle smell of flowers in the room.,방 안에 꽃의 은은한 향기가 난다.,normal,,,FALSE
suburb,suburb,,n.,교외 / 변두리,They moved to a quiet suburb last year.,그들은 작년에 조용한 교외로 이사했다.,normal,,,FALSE
suck,suck,,n.|v.,빨다 / 흡입하다,The baby sucked milk from the bottle.,아기가 젖병에서 우유를 빨았다.,normal,,,FALSE
suffice,suffice,,v.,충분하다,One bowl of soup will suffice for her.,국 한 그릇이면 그녀에게 충분할 것이다.,normal,,,FALSE
suicide,suicide,,n.,자살,The town set up a helpline to prevent suicide.,그 마을은 자살을 예방하기 위해 상담 전화를 만들었다.,normal,,,FALSE
suite,suite,,n.,스위트룸 / 한 세트,They stayed in a suite at the hotel.,그들은 호텔 스위트룸에서 묵었다.,normal,,,FALSE
summit,summit,,n.,정상 / 정상 회담,He reached the summit of the mountain.,그는 산의 정상에 도달했다.,normal,,,FALSE
superb,superb,,adj.,훌륭한 / 최고의,The meal she cooked was simply superb.,그녀가 요리한 식사는 정말 훌륭했다.,normal,,,FALSE
superior,superior,,adj.|n.,우수한 / 상사,Her work was superior to everyone else's.,그녀의 작업은 다른 모든 사람의 것보다 우수했다.,normal,,,FALSE
supervise,supervise,,v.,감독하다 / 지도하다,She supervised the children at the playground.,그녀는 놀이터에서 아이들을 감독했다.,normal,,,FALSE
surrender,surrender,,n.|v.,항복하다 / 포기하다,He finally surrendered after the long fight.,그는 긴 싸움 끝에 마침내 항복했다.,normal,,,FALSE
sweat,sweat,,n.|v.,땀 / 땀을 흘리다,He was sweating after the long walk.,그는 오랜 걷기 후에 땀을 흘리고 있었다.,normal,,,FALSE
