lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
talk,talk,,v.,이야기하다 / 말하다,She talks with her friend.,그녀는 친구와 이야기해요.,normal,,,FALSE
something,something,,pron.,무언가 / 어떤 것,I want to eat something warm.,저는 따뜻한 무언가를 먹고 싶어요.,normal,,,FALSE
put,put,,v.,놓다 / 두다,She puts the book on the table.,그녀는 책을 탁자 위에 놓아요.,normal,,,FALSE
another,another,,det.|pron.,또 다른 / 하나 더,Can I have another cup of tea?,차 한 잔 더 마셔도 될까요?,function_word,,,FALSE
become,become,,v.,~이 되다,She wants to become a teacher.,그녀는 선생님이 되고 싶어요.,normal,,,FALSE
interest,interest,,n.|v.,관심 / 흥미롭게 하다,She has an interest in cooking.,그녀는 요리에 관심이 있어요.,normal,,,FALSE
country,country,,n.,나라 / 시골,She lives in a small country.,그녀는 작은 나라에 살아요.,normal,,,FALSE
old,old,,adj.,나이 든 / 오래된,She has an old cat.,그녀는 나이 든 고양이가 있어요.,normal,,,FALSE
each,each,,adv.|det.|pron.,각각 / 저마다,Each child has a bag.,각각의 아이들은 가방이 있어요.,function_word,,,FALSE
school,school,,n.,학교,The boy walks to school.,그 남자아이는 학교까지 걸어가요.,normal,,,FALSE
late,late,,adj.|adv.,늦은 / 늦게,He came home late.,그는 집에 늦게 왔어요.,normal,,,FALSE
high,high,,adj.,높은,The mountain is very high.,그 산은 매우 높아요.,normal,,,FALSE
different,different,,adj.,다른 / 서로 다른,We like different foods.,우리는 서로 다른 음식을 좋아해요.,normal,,,FALSE
off,off,,adv.|prep.,떨어져서 / 꺼진,Please turn off the light.,불을 꺼 주세요.,normal,,,FALSE
next,next,,adj.|adv.,다음의 / 바로 옆의,She sits next to me.,그녀는 내 옆에 앉아요.,normal,,,FALSE
end,end,,n.|v.,끝 / 끝나다,The movie ends at nine.,영화는 아홉 시에 끝나요.,normal,,,FALSE
live,live,,v.,살다 / 거주하다,She lives with her family.,그녀는 가족과 함께 살아요.,normal,,,FALSE
why,why,,adv.,왜 / 이유,Why are you sad today?,오늘 왜 슬퍼요?,normal,,,FALSE
world,world,,n.,세계 / 세상,She wants to see the world.,그녀는 세상을 보고 싶어해요.,normal,,,FALSE
week,week,,n.,주 / 일주일,I exercise three times a week.,저는 일주일에 세 번 운동해요.,normal,,,FALSE
play,play,,n.|v.,놀다 / 연주하다,The children play in the yard.,아이들은 마당에서 놀아요.,normal,,,FALSE
must,must,,modal v.,~해야 한다 / 틀림없다,You must wash your hands.,손을 씻어야 해요.,function_word,,,FALSE
home,home,,adv.|n.,집 / 집으로,She goes home after work.,그녀는 일이 끝난 후 집에 가요.,normal,,,FALSE
never,never,,adv.,절대 ~하지 않다,He never eats fast food.,그는 패스트푸드를 절대 먹지 않아요.,normal,,,FALSE
include,include,,v.,포함하다,The meal includes soup and rice.,식사에는 국과 밥이 포함되어 있어요.,normal,,,FALSE
course,course,,n.,강좌 / 과정,She takes a cooking course.,그녀는 요리 강좌를 들어요.,normal,,,FALSE
house,house,,n.,집 / 주택,They have a big house.,그들은 큰 집이 있어요.,normal,,,FALSE
report,report,,n.,보고서 / 보도,She reads the weather report.,그녀는 날씨 보도를 읽어요.,normal,,,FALSE
group,group,,n.,그룹 / 무리,We work in a small group.,우리는 작은 그룹으로 일해요.,normal,,,FALSE
woman,woman,,n.,여성 / 여자,The woman smiles at me.,그 여성이 저에게 미소를 지어요.,normal,,,FALSE
around,around,,adv.|prep.,주변에 / 대략,She walks around the park.,그녀는 공원 주변을 걸어요.,normal,,,FALSE
book,book,,n.,책 / 예약하다,She reads a book every night.,그녀는 매일 밤 책을 읽어요.,normal,,,FALSE
family,family,,adj.|n.,가족,We eat dinner as a family.,우리는 가족이 함께 저녁을 먹어요.,normal,,,FALSE
let,let,,v.,~하게 하다 / 허락하다,She lets her son play outside.,그녀는 아들이 밖에서 놀게 해줘요.,normal,,,FALSE
again,again,,adv.,다시 / 또,Please say that again.,다시 한번 말해 주세요.,normal,,,FALSE
kind,kind,,n.,종류 / 친절한,What kind of food do you like?,어떤 종류의 음식을 좋아하세요?,normal,,,FALSE
keep,keep,,v.,유지하다 / 계속하다,She keeps her room clean.,그녀는 방을 깨끗하게 유지해요.,normal,,,FALSE
hear,hear,,v.,듣다 / 들리다,I can hear the birds singing.,새들이 노래하는 소리가 들려요.,normal,,,FALSE
every,every,,det.,모든 / 매~,She calls her mom every day.,그녀는 매일 엄마에게 전화해요.,function_word,,,FALSE
question,question,,n.,질문 / 문제,She asks a simple question.,그녀는 간단한 질문을 해요.,normal,,,FALSE
during,during,,prep.,~하는 동안,She sleeps during the day.,그녀는 낮 동안 잠을 자요.,normal,,,FALSE
always,always,,adv.,항상 / 언제나,He always eats breakfast.,그는 항상 아침을 먹어요.,normal,,,FALSE
