lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
violent,violent,,adj.,폭력적인 / 난폭한,The storm was sudden and violent.,폭풍은 갑작스럽고 난폭했어요.,normal,,,FALSE
slave,slave,,n.,노예,History class taught us about slaves.,역사 수업에서 노예에 대해 배웠어요.,normal,,,FALSE
journal,journal,,n.,일기 / 잡지,She writes in her journal every night.,그녀는 매일 밤 일기를 써요.,normal,,,FALSE
coal,coal,,n.,석탄,They used coal to heat the house.,그들은 집을 데우기 위해 석탄을 사용했어요.,normal,,,FALSE
successfully,successfully,,adv.,성공적으로,She successfully passed the test.,그녀는 시험을 성공적으로 통과했어요.,normal,,,FALSE
laboratory,laboratory,,n.,실험실,The students worked in the laboratory.,학생들이 실험실에서 작업했어요.,normal,,,FALSE
passion,passion,,n.,열정 / 열망,She has a great passion for cooking.,그녀는 요리에 대한 열정이 커요.,normal,,,FALSE
champion,champion,,n.,챔피언 / 우승자,He became the swimming champion.,그는 수영 챔피언이 됐어요.,normal,,,FALSE
dust,dust,,n.,먼지,There is a lot of dust on the shelf.,선반에 먼지가 많이 있어요.,normal,,,FALSE
announcement,announcement,,n.,공지 / 발표,The teacher made an announcement.,선생님이 공지를 했어요.,normal,,,FALSE
chest,chest,,n.,가슴 / 상자,He felt pain in his chest.,그는 가슴에 통증을 느꼈어요.,normal,,,FALSE
silent,silent,,adj.,조용한 / 침묵의,The house was silent at night.,밤에 집이 조용했어요.,normal,,,FALSE
celebration,celebration,,n.,축하 / 기념행사,We had a big celebration for her birthday.,우리는 그녀의 생일을 위해 성대한 축하 행사를 했어요.,normal,,,FALSE
weigh,weigh,,v.,무게를 재다 / 무게가 나가다,She weighs the fruit at the market.,그녀는 시장에서 과일의 무게를 재요.,normal,,,FALSE
friendship,friendship,,n.,우정 / 친분,Their friendship started in school.,그들의 우정은 학교에서 시작됐어요.,normal,,,FALSE
profession,profession,,n.,직업 / 전문직,Teaching is a respected profession.,가르치는 일은 존경받는 직업이에요.,normal,,,FALSE
entertain,entertain,,v.,즐겁게 하다 / 대접하다,She entertained the children with songs.,그녀는 노래로 아이들을 즐겁게 했어요.,normal,,,FALSE
historic,historic,,adj.,역사적인,We visited a historic place in the city.,우리는 도시의 역사적인 장소를 방문했어요.,normal,,,FALSE
