lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
better,better,,adj.,더 좋은 / 더 나은,This book is better than that one.,이 책이 저 책보다 더 좋아요.,normal,,,FALSE
bicycle,bicycle,,n.,자전거,He rides his bicycle to school.,그는 자전거를 타고 학교에 가요.,normal,,,FALSE
birthday,birthday,,n.,생일,Today is my birthday.,오늘은 내 생일이에요.,normal,,,FALSE
blond,blond,,adj.,금발의,The girl has blond hair.,그 소녀는 금발 머리예요.,normal,,,FALSE
bored,bored,,adj.,지루한 / 따분한,He was bored at home all day.,그는 하루 종일 집에 있어서 지루했어요.,normal,,,FALSE
boring,boring,,adj.,재미없는 / 지루하게 하는,The movie was boring.,그 영화는 지루했어요.,normal,,,FALSE
born,born,,v.,태어나다,She was born in Seoul.,그녀는 서울에서 태어났어요.,normal,,,FALSE
boyfriend,boyfriend,,n.,남자친구,Her boyfriend brought her flowers.,그녀의 남자친구가 꽃을 가져다 주었어요.,normal,,,FALSE
building,building,,n.,건물,There is a tall building near our school.,우리 학교 근처에 높은 건물이 있어요.,normal,,,FALSE
cannot,cannot,,modal v.,~할 수 없다,I cannot swim.,나는 수영을 할 수 없어요.,function_word,,,FALSE
cd,CD,,n.,시디 / 음반,She bought a CD of her favorite singer.,그녀는 좋아하는 가수의 CD를 샀어요.,normal,,,FALSE
classroom,classroom,,n.,교실,The students sat in the classroom.,학생들이 교실에 앉아 있었어요.,normal,,,FALSE
cooking,cooking,,n.,요리,She enjoys cooking for her family.,그녀는 가족을 위해 요리하는 것을 즐겨요.,normal,,,FALSE
dancer,dancer,,n.,댄서 / 춤추는 사람,She is a beautiful dancer.,그녀는 아름다운 댄서예요.,normal,,,FALSE
dancing,dancing,,n.,춤 / 댄스,She loves dancing with her friends.,그녀는 친구들과 춤추는 것을 좋아해요.,normal,,,FALSE
december,December,,n.,12월,Christmas is in December.,크리스마스는 12월에 있어요.,normal,,,FALSE
downstairs,downstairs,,adv.,아래층으로 / 아래층에,She went downstairs to eat breakfast.,그녀는 아침을 먹으러 아래층으로 내려갔어요.,normal,,,FALSE
dvd,DVD,,n.,디브이디,He watched a DVD with his family.,그는 가족과 함께 DVD를 봤어요.,normal,,,FALSE
eighteen,eighteen,,number,숫자 18,She is eighteen years old.,그녀는 열여덟 살이에요.,normal,,,FALSE
eighty,eighty,,number,숫자 80,My grandmother is eighty years old.,우리 할머니는 여든 살이에요.,normal,,,FALSE
euro,euro,,n.,유로 (유럽 화폐 단위),This bag costs fifty euros.,이 가방은 50유로예요.,normal,,,FALSE
excited,excited,,adj.,신나는 / 흥분한,The girl was excited about her birthday.,그 소녀는 자신의 생일에 신이 났어요.,normal,,,FALSE
exciting,exciting,,adj.,흥미진진한 / 신나게 하는,The game was very exciting.,그 게임은 매우 흥미진진했어요.,normal,,,FALSE
february,February,,n.,2월,My birthday is in February.,내 생일은 2월이에요.,normal,,,FALSE
