lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
greet,greet,,v.,인사하다 / 맞이하다,She greeted her guests at the door.,그녀는 문에서 손님들을 맞이했어요.,normal,,,FALSE
belt,belt,,n.,벨트 / 허리띠,He wore a brown leather belt.,그는 갈색 가죽 벨트를 했어요.,normal,,,FALSE
invent,invent,,v.,발명하다,Who invented the telephone?,전화기를 발명한 사람은 누구예요?,normal,,,FALSE
tourism,tourism,,n.,관광 / 관광 산업,Tourism is very important in this city.,관광은 이 도시에서 매우 중요해요.,normal,,,FALSE
stair,stair,,n.,계단,She walked up the stairs slowly.,그녀는 천천히 계단을 올라갔어요.,normal,,,FALSE
stomach,stomach,,n.,위 / 배,My stomach hurts after eating.,밥을 먹은 후 배가 아파요.,normal,,,FALSE
nowhere,nowhere,,adv.,아무 데도 없는,The keys were nowhere to be found.,열쇠가 아무 데도 없었어요.,normal,,,FALSE
differently,differently,,adv.,다르게,She thinks differently from me.,그녀는 나와 다르게 생각해요.,normal,,,FALSE
stamp,stamp,,n.,우표 / 도장,She put a stamp on the letter.,그녀는 편지에 우표를 붙였어요.,normal,,,FALSE
knife,knife,,n.,칼 / 나이프,She cut the bread with a knife.,그녀는 칼로 빵을 잘랐어요.,normal,,,FALSE
printer,printer,,n.,프린터,The printer is out of paper.,프린터에 종이가 없어요.,normal,,,FALSE
adventure,adventure,,n.,모험,The boy loved stories about adventure.,그 소년은 모험 이야기를 좋아했어요.,normal,,,FALSE
quietly,quietly,,adv.,조용히,She read the book quietly.,그녀는 조용히 책을 읽었어요.,normal,,,FALSE
fiction,fiction,,n.,소설 / 허구,She loves reading fiction.,그녀는 소설 읽는 것을 좋아해요.,normal,,,FALSE
carpet,carpet,,n.,카펫 / 양탄자,There is a soft carpet on the floor.,바닥에 부드러운 카펫이 있어요.,normal,,,FALSE
transportation,transportation,,n.,교통 / 운송,Public transportation is cheap here.,이곳은 대중교통이 저렴해요.,normal,,,FALSE
comedy,comedy,,n.,코미디 / 희극,We watched a comedy on TV last night.,우리는 어젯밤 TV로 코미디를 봤어요.,normal,,,FALSE
athlete,athlete,,n.,운동선수,She is a great athlete.,그녀는 훌륭한 운동선수예요.,normal,,,FALSE
mayor,mayor,,n.,시장(시의 우두머리),The mayor spoke to the people.,시장이 시민들에게 연설했어요.,normal,,,FALSE
listener,listener,,n.,듣는 사람 / 청취자,She is a good listener.,그녀는 잘 들어주는 사람이에요.,normal,,,FALSE
lazy,lazy,,adj.,게으른,The lazy boy did not do his homework.,그 게으른 소년은 숙제를 하지 않았어요.,normal,,,FALSE
third,third,,n.,세 번째 / 3분의 1,She finished third in the race.,그녀는 경주에서 세 번째로 들어왔어요.,normal,,,FALSE
