lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
motive,motive,,n.,동기 / 이유,His motive for studying hard is clear.,그가 열심히 공부하는 동기는 분명하다.,normal,,,FALSE
myth,myth,,n.,신화 / 근거 없는 믿음,She read a Greek myth to her children.,그녀는 아이들에게 그리스 신화를 읽어 주었다.,normal,,,FALSE
naive,naive,,adj.,순진한,She was naive and trusted everyone.,그녀는 순진해서 모든 사람을 믿었다.,normal,,,FALSE
naked,naked,,adj.,벌거벗은 / 맨눈의,The baby was naked after the bath.,아기는 목욕 후 벌거벗은 상태였다.,normal,,,FALSE
narrate,narrate,,v.,이야기하다 / 해설하다,He narrated the story to the class.,그는 반 아이들에게 이야기를 들려주었다.,normal,,,FALSE
nasty,nasty,,adj.,불쾌한 / 나쁜,The medicine had a nasty taste.,그 약은 불쾌한 맛이 났다.,normal,,,FALSE
negate,negate,,v.,부정하다 / 무효로 하다,His bad behavior negated all his effort.,그의 나쁜 행동이 모든 노력을 무효로 만들었다.,normal,,,FALSE
nephew,nephew,,n.,조카 (남자),My nephew is six years old.,내 조카는 여섯 살이다.,normal,,,FALSE
neutral,neutral,,adj.|n.,중립적인 / 중립,She stayed neutral during their argument.,그녀는 그들의 말다툼 동안 중립을 지켰다.,normal,,,FALSE
noble,noble,,adj.|n.,고귀한 / 귀족,He has a noble heart.,그는 고귀한 마음을 가지고 있다.,normal,,,FALSE
nod,nod,,n.|v.,끄덕이다 / 고개 끄덕임,She nodded her head to say yes.,그녀는 고개를 끄덕여 동의를 표했다.,normal,,,FALSE
nominate,nominate,,v.,추천하다 / 지명하다,They nominated her for the award.,그들은 그녀를 상에 추천했다.,normal,,,FALSE
nonetheless,nonetheless,,adv.,그럼에도 불구하고,"It was cold; nonetheless, she went out.","추웠지만, 그럼에도 불구하고 그녀는 나갔다.",function_word,,,FALSE
norm,norm,,n.,규범 / 기준,Being kind is the norm in our family.,친절함이 우리 가족의 규범이다.,normal,,,FALSE
oblige,oblige,,v.,의무를 지우다 / 돕다,He was obliged to clean his room.,그는 자기 방을 청소해야 할 의무가 있었다.,normal,,,FALSE
obsess,obsess,,v.,집착하다 / 사로잡히다,She is obsessed with keeping the house clean.,그녀는 집을 깨끗이 유지하는 것에 집착한다.,normal,,,FALSE
occupation,occupation,,n.,직업 / 점령,Her occupation is nursing.,그녀의 직업은 간호사이다.,normal,,,FALSE
occurrence,occurrence,,n.,발생 / 일어나는 일,Rain is a common occurrence here.,비는 이곳에서 흔히 발생하는 일이다.,normal,,,FALSE
opportune,opportune,,adj.,적절한 / 때맞춘,She called at an opportune moment.,그녀는 적절한 순간에 전화를 했다.,normal,,,FALSE
opt,opt,,v.,선택하다,She opted for the smaller bag.,그녀는 더 작은 가방을 선택했다.,normal,,,FALSE
optimist,optimist,,n.,낙관주의자,My mom is always an optimist.,우리 엄마는 항상 낙관주의자다.,normal,,,FALSE
oral,oral,,adj.|n.,구두의 / 입으로 하는,She passed her oral exam.,그녀는 구두 시험을 통과했다.,normal,,,FALSE
orbit,orbit,,n.|v.,궤도 / 궤도를 돌다,The moon orbits the Earth.,달은 지구 궤도를 돈다.,normal,,,FALSE
orchestra,orchestra,,n.,오케스트라 / 관현악단,She plays violin in the orchestra.,그녀는 오케스트라에서 바이올린을 연주한다.,normal,,,FALSE
orient,orient,,n.|v.,동양 / 방향을 잡다,He tried to orient himself in the new city.,그는 새로운 도시에서 방향을 잡으려 했다.,polysemy_split,(방향을 잡다),orient,FALSE
orient,orient,,n.|v.,동양,She is interested in the Orient.,그녀는 동양에 관심이 있다.,polysemy_split,(동양),orient,FALSE
orientation,orientation,,n.,방향 / 오리엔테이션,We had an orientation on the first day.,우리는 첫날 오리엔테이션을 받았다.,normal,,,FALSE
outrage,outrage,,n.|v.,분노 / 분노하게 하다,The news filled her with outrage.,그 소식이 그녀를 분노로 가득 채웠다.,normal,,,FALSE
outstanding,outstanding,,adj.,뛰어난 / 미결인,She is an outstanding student.,그녀는 뛰어난 학생이다.,normal,,,FALSE
overhead,overhead,,adj.|adv.|n.,머리 위의 / 머리 위에,A bird flew overhead.,새 한 마리가 머리 위로 날아갔다.,normal,,,FALSE
overlap,overlap,,n.|v.,겹치다 / 겹침,Our work schedules overlap on Tuesday.,우리의 근무 일정이 화요일에 겹친다.,normal,,,FALSE
overlook,overlook,,v.,간과하다 / 내려다보다,She overlooked the mistake in the letter.,그녀는 편지의 실수를 간과했다.,normal,,,FALSE
