lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
harmful,harmful,,adj.,해로운,Too much sugar is harmful to your body.,설탕을 너무 많이 먹으면 몸에 해로워요.,normal,,,FALSE
hearing,hearing,,n.,청력 / 청각,My grandmother has poor hearing.,우리 할머니는 청력이 좋지 않아요.,normal,,,FALSE
hollow,hollow,,adj.,속이 빈,The squirrel hid food in a hollow tree.,다람쥐가 속이 빈 나무에 먹이를 숨겼어요.,normal,,,FALSE
housing,housing,,n.,주택 / 거주시설,Many people need better housing.,많은 사람들이 더 좋은 주택이 필요해요.,normal,,,FALSE
humorous,humorous,,adj.,재미있는 / 유머러스한,He told a humorous story at dinner.,그는 저녁 식사 자리에서 재미있는 이야기를 했어요.,normal,,,FALSE
hunting,hunting,,n.,사냥,The men went hunting in the forest.,남자들은 숲으로 사냥을 하러 갔어요.,normal,,,FALSE
impatient,impatient,,adj.,참을성 없는 / 조급한,The boy was impatient while waiting.,그 소년은 기다리는 동안 조급해했어요.,normal,,,FALSE
impressed,impressed,,adj.,감동받은,I was impressed by her cooking.,나는 그녀의 요리에 감동받았어요.,normal,,,FALSE
intended,intended,,adj.,의도된 / 목적한,This gift is intended for you.,이 선물은 당신을 위한 것이에요.,normal,,,FALSE
limited,limited,,adj.,제한된 / 한정된,There are limited seats on the bus.,버스에 자리가 한정되어 있어요.,normal,,,FALSE
lively,lively,,adj.,활기찬 / 생기 있는,The market was lively on Sunday morning.,시장은 일요일 아침에 활기찼어요.,normal,,,FALSE
logical,logical,,adj.,논리적인,She gave a logical answer to the question.,그녀는 질문에 논리적인 답을 했어요.,normal,,,FALSE
long-term,long-term,,adj.|adv.,장기적인 / 오랫동안,We need a long-term plan for our health.,우리는 건강을 위한 장기적인 계획이 필요해요.,normal,,,FALSE
lord,lord,,n.,주인 / 영주,The lord lived in a big castle.,영주는 큰 성에 살았어요.,normal,,,FALSE
lower,lower,,v.,낮추다 / 내리다,Please lower the volume of the TV.,텔레비전 소리를 낮춰 주세요.,normal,,,FALSE
lung,lung,,n.,폐 / 허파,Smoking is bad for your lungs.,흡연은 폐에 나빠요.,normal,,,FALSE
matching,matching,,adj.,어울리는 / 짝을 이루는,She wore a matching hat and coat.,그녀는 잘 어울리는 모자와 코트를 입었어요.,normal,,,FALSE
means,means,,n.,방법 / 수단,Walking is a good means of exercise.,걷기는 좋은 운동 방법이에요.,normal,,,FALSE
mixed,mixed,,adj.,섞인 / 뒤섞인,She made a mixed salad with vegetables.,그녀는 채소로 섞인 샐러드를 만들었어요.,normal,,,FALSE
multiply,multiply,,v.,곱하다 / 늘어나다,The teacher asked us to multiply two numbers.,선생님이 두 숫자를 곱하라고 했어요.,normal,,,FALSE
mysterious,mysterious,,adj.,신비로운 / 불가사의한,There was a mysterious sound at night.,밤에 신비로운 소리가 났어요.,normal,,,FALSE
offensive,offensive,,adj.,불쾌한 / 기분 나쁜,His words were very offensive.,그의 말은 매우 불쾌했어요.,normal,,,FALSE
opening,opening,,n.,구멍 / 개막,There is a small opening in the wall.,벽에 작은 구멍이 있어요.,normal,,,FALSE
opposed,opposed,,adj.,반대하는,She was opposed to the new plan.,그녀는 새 계획에 반대했어요.,normal,,,FALSE
outer,outer,,adj.,바깥쪽의 / 외부의,The outer wall of the house is white.,집의 바깥쪽 벽은 하얀색이에요.,normal,,,FALSE
pointed,pointed,,adj.,뾰족한,The cat has pointed ears.,그 고양이는 귀가 뾰족해요.,normal,,,FALSE
popularity,popularity,,n.,인기,The singer's popularity grew fast.,그 가수의 인기가 빠르게 높아졌어요.,normal,,,FALSE
psychologist,psychologist,,n.,심리학자,She visited a psychologist for help.,그녀는 도움을 받으러 심리학자를 찾아갔어요.,normal,,,FALSE
