lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
hard,hard,,adj.|adv.,어려운 / 열심히,She studies hard every day.,그녀는 매일 열심히 공부해요.,normal,,,FALSE
party,party,,n.,파티 / 모임,We had a birthday party at home.,우리는 집에서 생일 파티를 열었어요.,normal,,,FALSE
local,local,,adj.,지역의 / 동네의,I buy food at the local market.,저는 동네 시장에서 음식을 사요.,normal,,,FALSE
product,product,,n.,제품,This product is very good.,이 제품은 아주 좋아요.,normal,,,FALSE
lose,lose,,v.,잃다 / 지다,He lost his keys this morning.,그는 오늘 아침 열쇠를 잃어버렸어요.,normal,,,FALSE
story,story,,n.,이야기,The girl read a funny story.,그 소녀는 재미있는 이야기를 읽었어요.,normal,,,FALSE
stand,stand,,v.,서다 / 서 있다,Please stand up and say your name.,일어서서 이름을 말해 주세요.,normal,,,FALSE
ever,ever,,adv.,한 번이라도 / 언제나,Have you ever eaten sushi?,초밥을 한 번이라도 먹어 본 적 있어요?,normal,,,FALSE
anything,anything,,pron.,무엇이든 / 아무것도,Do you need anything from the store?,가게에서 필요한 것이 있나요?,function_word,,,FALSE
fall,fall,,n.,가을,The leaves are beautiful in fall.,가을에는 나뭇잎이 아름다워요.,polysemy_split,(가을),,FALSE
fall,fall,,v.,떨어지다 / 넘어지다,The boy fell on the wet floor.,그 소년은 젖은 바닥에서 넘어졌어요.,polysemy_split,(넘어지다),fall,FALSE
water,water,,n.,물,She drinks a glass of water every morning.,그녀는 매일 아침 물 한 잔을 마셔요.,normal,,,FALSE
send,send,,v.,보내다,She sent a letter to her mother.,그녀는 엄마에게 편지를 보냈어요.,normal,,,FALSE
soon,soon,,adv.,곧,Dinner will be ready soon.,저녁이 곧 준비될 거예요.,normal,,,FALSE
watch,watch,,n.,손목시계,He got a new watch for his birthday.,그는 생일에 새 손목시계를 받았어요.,polysemy_split,(손목시계),,FALSE
watch,watch,,v.,보다 / 지켜보다,We watched a movie last night.,우리는 어젯밤에 영화를 봤어요.,polysemy_split,(보다),watch,FALSE
probably,probably,,adv.,아마도,She will probably come tomorrow.,그녀는 아마도 내일 올 거예요.,normal,,,FALSE
past,past,,adj.|n.|prep.,과거의 / 지나서,"In the past, she lived in Busan.",과거에 그녀는 부산에 살았어요.,normal,,,TRUE
test,test,,n.|v.,시험 / 시험을 보다,The girl passed her English test.,그 소녀는 영어 시험에 합격했어요.,normal,,,FALSE
visit,visit,,n.|v.,방문하다 / 방문,We visited my grandmother last Sunday.,우리는 지난 일요일에 할머니를 방문했어요.,normal,,,FALSE
center,center,,n.,중심 / 센터,The school is in the center of town.,학교는 마을 중심에 있어요.,normal,,,FALSE
grow,grow,,v.,자라다 / 키우다,The boy grew very fast this year.,그 소년은 올해 아주 빨리 자랐어요.,normal,,,FALSE
nothing,nothing,,pron.,아무것도 없다,There is nothing in the bag.,가방 안에 아무것도 없어요.,function_word,,,FALSE
return,return,,n.|v.,돌아오다 / 돌아옴,She returned home after dinner.,그녀는 저녁 식사 후 집에 돌아왔어요.,normal,,,FALSE
mother,mother,,n.,어머니 / 엄마,My mother cooks every morning.,우리 어머니는 매일 아침 요리를 해요.,normal,,,FALSE
walk,walk,,n.|v.,걷다 / 산책,She walks to the market every day.,그녀는 매일 시장까지 걸어가요.,normal,,,FALSE
office,office,,n.,사무실,He works in a small office.,그는 작은 사무실에서 일해요.,normal,,,FALSE
stay,stay,,v.,머무르다 / 있다,She stayed home all day.,그녀는 하루 종일 집에 있었어요.,normal,,,FALSE
stop,stop,,n.|v.,멈추다 / 정류장,The bus stopped in front of my house.,버스가 우리 집 앞에서 멈췄어요.,normal,,,FALSE
light,light,,adj.,가벼운 / 밝은,This bag is very light.,이 가방은 아주 가벼워요.,polysemy_split,"(가벼운, 밝은)",,FALSE
light,light,,n.,빛 / 불,Please turn on the light.,불을 켜 주세요.,polysemy_split,"(빛, 불)",light,FALSE
remember,remember,,v.,기억하다,I remember her phone number.,저는 그녀의 전화번호를 기억해요.,normal,,,FALSE
share,share,,v.,나누다 / 공유하다,The children shared food at lunch.,아이들이 점심에 음식을 나눠 먹었어요.,normal,,,FALSE
