lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
toss,toss,,n.|v.,던지다,He tossed the ball to me.,그가 저에게 공을 던졌어요.,normal,,,FALSE
toxic,toxic,,adj.,독성의 / 유해한,This plant is toxic to cats.,이 식물은 고양이에게 유해해요.,normal,,,FALSE
tragic,tragic,,adj.,비극적인,The story has a tragic ending.,그 이야기는 비극적인 결말이에요.,normal,,,FALSE
transact,transact,,v.,거래하다,We transacted business online.,우리는 온라인으로 거래했어요.,normal,,,FALSE
transmit,transmit,,v.,전달하다 / 전송하다,He transmitted the message quickly.,그는 메시지를 빠르게 전달했어요.,normal,,,FALSE
treasure,treasure,,n.|v.,보물 / 소중히 여기다,I treasure this old photo.,저는 이 오래된 사진을 소중히 여겨요.,normal,,,FALSE
treaty,treaty,,n.,조약 / 협약,The two countries signed a treaty.,두 나라가 조약을 맺었어요.,normal,,,FALSE
tremendous,tremendous,,adj.,엄청난,She made a tremendous effort.,그녀는 엄청난 노력을 했어요.,normal,,,FALSE
tribe,tribe,,n.,부족,The tribe lives near the river.,그 부족은 강 근처에 살아요.,normal,,,FALSE
trim,trim,,adj.|n.|v.,다듬다 / 자르다,He trimmed his beard.,그는 수염을 다듬었어요.,polysemy_split,(다듬다),trim,FALSE
trim,trim,,adj.|n.|v.,날씬한 / 잘 정돈된,She has a trim figure.,그녀는 날씬한 몸매예요.,polysemy_split,(날씬한),trim,FALSE
triumph,triumph,,n.|v.,승리 / 이겨내다,She triumphed over her illness.,그녀는 병을 이겨냈어요.,normal,,,FALSE
turnover,turnover,,n.,이직률 / 매출액,The store has high turnover.,그 가게는 매출이 높아요.,normal,,,FALSE
ultimate,ultimate,,adj.|n.,궁극의 / 최고의,This is my ultimate goal.,이것이 저의 궁극적인 목표예요.,normal,,,FALSE
unaware,unaware,,adj.,모르는 / 인식하지 못하는,She was unaware of the problem.,그녀는 문제를 알지 못했어요.,normal,,,FALSE
undermine,undermine,,v.,약화시키다 / 무너뜨리다,Stress can undermine your health.,스트레스는 건강을 약화시킬 수 있어요.,normal,,,FALSE
unify,unify,,v.,통합하다 / 하나로 합치다,Music can unify people.,음악은 사람들을 하나로 합칠 수 있어요.,normal,,,FALSE
unprecedented,unprecedented,,adj.,전례 없는,It was an unprecedented event.,그것은 전례 없는 사건이었어요.,normal,,,FALSE
urgent,urgent,,adj.,긴급한,I got an urgent call from my son.,아들에게서 긴급 전화가 왔어요.,normal,,,FALSE
utilize,utilize,utilise,v.,활용하다,She utilizes her free time well.,그녀는 자유 시간을 잘 활용해요.,normal,,,FALSE
utter,utter,,adj.|v.,완전한 / 말하다,She did not utter a word.,그녀는 한 마디도 하지 않았어요.,normal,,,FALSE
vacate,vacate,,v.,비우다 / 떠나다,Please vacate the room by noon.,정오까지 방을 비워주세요.,normal,,,FALSE
vaccine,vaccine,,n.,백신,The child got a vaccine today.,아이가 오늘 백신을 맞았어요.,normal,,,FALSE
vacuum,vacuum,,n.|v.,진공청소기 / 청소하다,She vacuums the floor every day.,그녀는 매일 바닥을 청소기로 청소해요.,normal,,,FALSE
vague,vague,,adj.,막연한 / 불분명한,His answer was very vague.,그의 대답은 매우 불분명했어요.,normal,,,FALSE
valid,valid,,adj.,유효한,My passport is still valid.,제 여권은 아직 유효해요.,normal,,,FALSE
vanish,vanish,,v.,사라지다,The cat vanished into the garden.,고양이가 정원으로 사라졌어요.,normal,,,FALSE
verbal,verbal,,adj.,말로 하는 / 언어의,She gave verbal instructions.,그녀는 말로 설명해줬어요.,normal,,,FALSE
verse,verse,,n.,시 / 절,She read a verse from the book.,그녀는 책에서 한 절을 읽었어요.,normal,,,FALSE
vertical,vertical,,adj.|n.,수직의,Draw a vertical line here.,여기에 수직선을 그으세요.,normal,,,FALSE
veterinarian,veterinarian,,n.,수의사,The veterinarian helped my dog.,수의사가 제 개를 치료해줬어요.,normal,,,FALSE
vigor,vigor,,n.,활력 / 힘,She works with great vigor.,그녀는 활력 넘치게 일해요.,normal,,,FALSE
vigorous,vigorous,,adj.,활발한 / 힘찬,He does vigorous exercise daily.,그는 매일 활발하게 운동해요.,normal,,,FALSE
virgin,virgin,,adj.|n.,처음의 / 손대지 않은,This is virgin territory for me.,이것은 저에게 처음 해보는 영역이에요.,normal,,,FALSE
virtue,virtue,,n.,덕 / 미덕,Honesty is a great virtue.,정직함은 훌륭한 미덕이에요.,normal,,,FALSE
vivid,vivid,,adj.,생생한 / 선명한,She has a vivid memory of that day.,그녀는 그날의 기억이 생생해요.,normal,,,FALSE
vocabulary,vocabulary,,n.,어휘 / 단어,She has a large vocabulary.,그녀는 어휘가 풍부해요.,normal,,,FALSE
vocation,vocation,,n.,직업 / 소명,Teaching is her vocation.,가르치는 것이 그녀의 소명이에요.,normal,,,FALSE
warehouse,warehouse,,n.|v.,창고,The goods are in the warehouse.,상품들이 창고에 있어요.,normal,,,FALSE
