lemma,display_word,variant,oxford_pos,meaning_ko,example_en,example_ko,card_type,sense_hint,split_from,needs_review
coin,coin,,n.,동전,She found a coin on the street.,그녀는 길에서 동전을 발견했어요.,normal,,,FALSE
scan,scan,,v.,훑어보다 / 스캔하다,He scanned the menu quickly.,그는 메뉴를 빠르게 훑어봤어요.,normal,,,FALSE
trick,trick,,n.|v.,속임수 / 속이다,The boy played a trick on his friend.,그 소년은 친구에게 장난을 쳤어요.,normal,,,FALSE
narrative,narrative,,adj.|n.,이야기 / 서사,The book has a long narrative.,그 책은 긴 이야기가 담겨 있어요.,normal,,,FALSE
shine,shine,,v.,빛나다 / 반짝이다,The sun shines brightly today.,오늘 태양이 밝게 빛나요.,normal,,,FALSE
romantic,romantic,,adj.,낭만적인 / 로맨틱한,He planned a romantic dinner for her.,그는 그녀를 위해 낭만적인 저녁을 준비했어요.,normal,,,FALSE
pray,pray,,v.,기도하다,She prays every morning at home.,그녀는 매일 아침 집에서 기도해요.,normal,,,FALSE
servant,servant,,n.,하인 / 종,The servant brought food to the table.,하인이 식탁에 음식을 가져왔어요.,normal,,,FALSE
immigrant,immigrant,,n.,이민자,She is an immigrant from Korea.,그녀는 한국에서 온 이민자예요.,normal,,,FALSE
continuous,continuous,,adj.,계속되는 / 끊임없는,We heard continuous rain all night.,우리는 밤새 계속되는 빗소리를 들었어요.,normal,,,FALSE
consume,consume,,v.,소비하다 / 먹다,We consume a lot of rice every day.,우리는 매일 쌀을 많이 소비해요.,normal,,,FALSE
luxury,luxury,,n.,사치 / 고급품,A big house is a luxury for her.,큰 집은 그녀에게 사치예요.,normal,,,FALSE
bite,bite,,n.|v.,물다 / 한 입,The dog bit the boy's hand.,개가 소년의 손을 물었어요.,normal,,,FALSE
fence,fence,,n.,울타리,There is a fence around the garden.,정원 주위에 울타리가 있어요.,normal,,,FALSE
attraction,attraction,,n.,매력 / 관광 명소,The waterfall is a big attraction here.,폭포는 이곳의 큰 관광 명소예요.,normal,,,FALSE
hurry,hurry,,n.|v.,서두르다 / 급함,She hurried to catch the bus.,그녀는 버스를 타려고 서둘렀어요.,normal,,,FALSE
revise,revise,,v.,수정하다 / 고치다,He revised his essay before class.,그는 수업 전에 에세이를 수정했어요.,normal,,,FALSE
bell,bell,,n.,종 / 벨,The school bell rang loudly.,학교 종이 크게 울렸어요.,normal,,,FALSE
liquid,liquid,,adj.|n.,액체 / 액체의,Water is a clear liquid.,물은 투명한 액체예요.,normal,,,FALSE
happiness,happiness,,n.,행복,Family brings me great happiness.,가족은 나에게 큰 행복을 줘요.,normal,,,FALSE
silly,silly,,adj.,어리석은 / 바보같은,He made a silly mistake at school.,그는 학교에서 어리석은 실수를 했어요.,normal,,,FALSE
horrible,horrible,,adj.,끔찍한 / 무서운,The weather today is horrible.,오늘 날씨가 끔찍해요.,normal,,,FALSE
portrait,portrait,,n.,초상화 / 인물 사진,She painted a portrait of her mother.,그녀는 어머니의 초상화를 그렸어요.,normal,,,FALSE
innocent,innocent,,adj.,무죄의 / 순수한,The child looked innocent and sweet.,그 아이는 순수하고 사랑스러워 보였어요.,normal,,,FALSE
tent,tent,,n.,텐트,We slept in a tent last night.,우리는 어젯밤 텐트에서 잠을 잤어요.,normal,,,FALSE
stranger,stranger,,n.,낯선 사람,Do not talk to strangers.,낯선 사람에게 말을 걸지 마세요.,normal,,,FALSE
grain,grain,,n.,곡물 / 알갱이,She cooked a bowl of grain for breakfast.,그녀는 아침으로 곡물 한 그릇을 요리했어요.,normal,,,FALSE
summarize,summarize,,v.,요약하다,Please summarize the story in one line.,이야기를 한 줄로 요약해 주세요.,normal,,,FALSE
leather,leather,,n.,가죽,She bought a leather bag yesterday.,그녀는 어제 가죽 가방을 샀어요.,normal,,,FALSE
excitement,excitement,,n.,흥분 / 설렘,The children shouted with excitement.,아이들이 흥분해서 소리를 질렀어요.,normal,,,FALSE
slice,slice,,n.|v.,조각 / 썰다,She cut a slice of bread for me.,그녀는 나를 위해 빵 한 조각을 잘랐어요.,normal,,,FALSE
gentle,gentle,,adj.,온화한 / 부드러운,She has a gentle voice.,그녀는 부드러운 목소리를 가졌어요.,normal,,,FALSE
qualification,qualification,,n.,자격 / 자격증,She has the right qualifications for the job.,그녀는 그 일에 적합한 자격을 갖추고 있어요.,normal,,,FALSE
pale,pale,,adj.,창백한 / 옅은,Her face looked pale after she was sick.,그녀는 아프고 난 후 얼굴이 창백해 보였어요.,normal,,,FALSE
tongue,tongue,,n.,혀 / 언어,The soup burned her tongue.,수프가 그녀의 혀를 데었어요.,normal,,,FALSE
royal,royal,,adj.,왕실의 / 왕족의,We visited the royal palace today.,우리는 오늘 왕궁을 방문했어요.,normal,,,FALSE
curtain,curtain,,n.,커튼,She opened the curtains in the morning.,그녀는 아침에 커튼을 열었어요.,normal,,,FALSE
